asset_id;original_carbon_footprint;refurb_carbon_cost;avoided_new_manufacturing_emissions;materials_recovered_kg;landfill_diversion_kg;circular_economy_value
AST002463;281.5;26.2;228.1;3.88;2.25;552.08
AST002464;1101.9;113.2;934.7;24.74;13.5;1256.35
AST002465;277.1;22.5;213.4;3.46;2.25;688.13
AST002466;227;22;182.4;11.11;7.2;326.27
AST002467;1116.1;136.4;877.8;20.71;13.5;2010.81
AST002470;284.6;29.3;214.7;3.54;2.25;401.11
AST002471;227.7;13.2;44.9;4.8;6.8;0
AST002472;271.9;30.6;205.3;11.98;7.2;379.44
AST002473;135.2;9;113.3;0.59;0.45;69.76
AST002474;254.9;20.8;202.9;12.67;7.2;497.03
AST002475;304.9;39.6;230;3.63;2.25;477.06
AST002476;323.6;37.2;259.8;3.46;2.25;404.31
AST002477;228.9;32.9;190.2;10.65;7.2;338.28
AST002478;307;37.7;254;3.43;2.25;247.74
AST002479;273.8;16.7;226.5;11.43;7.2;335.81
AST002481;1303.8;125;306.5;9;12.75;0
AST002483;270.1;23.6;229;3.86;2.25;494.99
AST002484;197.4;15.4;156;7.41;4.5;203.6
AST002486;316.4;27.2;245.5;3.36;2.25;633.73
AST002487;143.5;10.8;120.1;0.59;0.45;273.39
AST002488;292.5;37.7;47.1;1.5;2.12;0
AST002489;296.7;31.8;245;3.52;2.25;483.64
AST002490;146.9;16.6;27.2;0.3;0.42;0
AST002491;229.1;29.2;185.5;12.6;7.2;387.74
AST002492;258.3;27.8;208.7;11.53;7.2;482.41
AST002493;300.9;27.6;239.2;3.14;2.25;179.7
AST002495;313.6;19;248.9;3.33;2.25;270.02
AST002496;1140.2;138.5;959.1;26.33;13.5;1415.59
AST002497;1121.5;155;898.8;22.34;13.5;1003.71
AST002498;265;15.8;220.5;10.19;7.2;395.14
AST002499;294.9;33.8;247.1;3.63;2.25;341.29
AST002500;286.5;40.2;241.9;3.74;2.25;353.65
AST002502;293.6;31.9;228.1;3.6;2.25;199.56
AST002503;72.1;10.3;59.7;0.22;0.18;86.59
AST002504;270.2;15.7;210;3.93;2.25;415.7
AST002505;302.2;43.2;244.8;3.89;2.25;189.92
AST002506;299;21.2;231.2;3.19;2.25;275.67
AST002507;136.3;14.2;112.8;0.63;0.45;170.84
AST002508;238.3;29.8;202.1;11.11;7.2;337.41
AST002510;329.4;17.8;64.2;1.5;2.12;0
AST002512;264.9;31.4;47.6;4.8;6.8;0
AST002513;1250.7;118.5;967.6;21.62;13.5;375.21
AST002514;277.1;17.9;218.5;3.01;2.25;433.68
AST002515;295.1;21.4;240.7;3.28;2.25;283.25
AST002516;310.5;35.2;250.2;3.1;2.25;198.11
AST002517;322.8;37.4;244.4;3.65;2.25;224.61
AST002518;152.7;12.7;36.6;0.3;0.42;0
AST002519;1213.7;175.4;290.2;9;12.75;0
AST002520;249.9;32.2;193.9;11.71;7.2;271.67
AST002521;274;17.6;55.6;1.5;2.12;0
AST002522;1084.3;141.7;236.2;9;12.75;0
AST002523;231.3;20.3;189;11.78;7.2;381.97
AST002524;217.5;11.5;164;7.59;4.5;181.07
AST002525;267.7;18.6;208.9;11.3;7.2;201.58
AST002526;1173.1;149.5;237.9;9;12.75;0
AST002528;228.2;31.2;183.7;10.76;7.2;318.77
AST002529;255;30.5;200.1;12.33;7.2;145.37
AST002531;1081.5;151.5;856;26.55;13.5;591.23
AST002533;135.5;10.1;104.5;0.63;0.45;40.65
AST002534;1200.8;155.1;237.1;9;12.75;0
AST002537;314;39.3;243.9;3.76;2.25;213.28
AST002538;324.9;44.6;247.5;3.93;2.25;256.72
AST002539;291.5;21.7;46.1;1.5;2.12;0
AST002540;276.6;14.6;42.2;1.5;2.12;0
AST002541;306.3;31;235.9;3.64;2.25;567.31
AST002542;280.9;39.8;237.8;3.61;2.25;545.27
AST002544;1181.2;80.9;956.5;21.79;13.5;1266.92
AST002545;144.8;9;26.9;0.3;0.42;0
AST002546;311;26.1;251.5;3.61;2.25;394.56
AST002547;209.2;23.9;173.7;6.66;4.5;87.63
AST002548;308.3;21.8;256.9;3.65;2.25;299.98
AST002549;234.5;31;190;12.81;7.2;315.86
AST002550;301.8;38.5;74.2;1.5;2.12;0
AST002551;303.9;26.8;241.5;3.53;2.25;232.32
AST002553;323.4;35.9;267.1;3.19;2.25;325.79
AST002554;314.6;42.8;267.3;3.45;2.25;94.38
AST002555;144.5;12.2;27.7;0.3;0.42;0
AST002556;305.7;19.3;241.3;3.32;2.25;404.3
AST002557;239.3;27.9;192.4;11.49;7.2;367.94
AST002559;277.1;30.6;231.5;3.55;2.25;440.38
AST002560;143.6;8.2;115.6;0.59;0.45;155.74
AST002561;273.9;36;223.6;11.68;7.2;517.76
AST002563;163.3;15.3;127.2;0.61;0.45;226.2
AST002565;308.1;23.7;261.5;3.33;2.25;340.61
AST002567;269.3;15.6;203.6;12.1;7.2;275.97
AST002568;318.4;25.1;247;3.51;2.25;405.48
AST002569;236.2;17.4;46.1;4.8;6.8;0
AST002570;149.9;13.8;113.5;0.56;0.45;161.24
AST002571;298.9;41.4;235.3;3.62;2.25;364.42
AST002572;327.2;38.7;258.6;3.81;2.25;535.84
AST002573;305.9;36.5;230.1;3.9;2.25;287.65
AST002574;316.7;21.1;58.8;1.5;2.12;0
AST002575;319;47;267.2;3.66;2.25;474.9
AST002576;1172.8;86.9;958.3;24.96;13.5;671.31
AST002577;326.3;29.4;248;3.88;2.25;421.64
AST002578;1080.8;131.9;186;9;12.75;0
AST002579;163.4;18.1;124;0.51;0.45;158.78
AST002581;203.7;22.8;158.3;7.03;4.5;154.45
AST002584;236.2;22.2;185.4;11.32;7.2;301.52
AST002586;1159.4;88.2;249.8;9;12.75;0
AST002587;274.2;32.2;217.7;10.89;7.2;261.86
AST002588;251;25.4;195.9;12.04;7.2;75.3
AST002589;318.1;19.6;261.8;3.62;2.25;95.43
AST002590;325;30.5;272.9;3.35;2.25;97.5
AST002592;322.5;26.7;261.1;3.33;2.25;461.51
AST002593;278;24.3;217.3;3.56;2.25;250.44
AST002594;1241.6;142.6;1035.9;21.52;13.5;624.52
AST002595;286;29.3;240.3;3.29;2.25;340.7
AST002597;197.4;19.4;160.4;6.25;4.5;145.72
AST002599;1237.6;117.4;950.5;23.58;13.5;2228.39
AST002600;326.9;19;268.6;3.33;2.25;518.56
AST002601;200.6;27.8;165.4;6.97;4.5;157.43
AST002602;290;17.2;245.8;3.5;2.25;496.01
AST002603;310.2;40.1;262.3;3.59;2.25;327.06
AST002604;274.5;28.9;224.4;3.33;2.25;295.81
AST002605;195.4;23.2;149.8;6.35;4.5;58.62
AST002606;258;29.7;207;10.55;7.2;299.84
AST002607;1092.5;108;172.7;9;12.75;0
AST002608;240.7;28.9;42.2;4.8;6.8;0
AST002609;1268.4;67.8;952.7;25.29;13.5;1486.7
AST002611;269;16.2;210.3;11.99;7.2;254.23
AST002614;199.8;29.3;160.3;6.42;4.5;251.7
AST002615;307.7;41;246.7;3.69;2.25;239.89
AST002617;1308.8;67.2;1060.2;20.81;13.5;1817.61
AST002618;278;19;235.7;3.37;2.25;83.4
AST002619;305.3;23.8;255.7;3.49;2.25;451.84
AST002620;326.5;25.4;271.8;3.73;2.25;402.54
AST002621;263.1;34.7;212.7;10.92;7.2;210.64
AST002622;321.6;40.7;247.8;3.5;2.25;96.48
AST002623;268.4;21.9;227.4;10.82;7.2;185.95
AST002624;271;40.3;51.5;1.5;2.12;0
AST002625;289.3;33.8;226.3;3.32;2.25;296.74
AST002626;311.6;30.6;255.7;3.21;2.25;186.61
AST002629;272.4;16.8;222.7;3.37;2.25;167.44
AST002630;313.2;21.5;262.8;3.42;2.25;303.54
AST002631;203.6;18.2;171.1;6.52;4.5;132.66
AST002632;239.4;15;182.9;11.97;7.2;350.13
AST002634;1279.2;151.5;988.5;21.02;13.5;962.99
AST002635;253.3;29.2;38.3;4.8;6.8;0
AST002636;162.2;19.7;38.3;0.3;0.42;0
AST002637;1151.4;86.8;964.2;25.76;13.5;345.42
AST002638;265.2;13.3;216.9;12.33;7.2;174.71
AST002639;233.8;25.8;198.7;11.16;7.2;440.05
AST002640;1208.1;119.8;982.1;21.77;13.5;1777.48
AST002641;257.2;20.1;208.5;11.06;7.2;262.57
AST002642;72.3;10.5;11.1;0.12;0.17;0
AST002643;239.7;14.6;199.3;13.31;7.2;218.93
AST002644;217.3;15.6;177.8;6.75;4.5;119.01
AST002645;187.3;18.1;149.9;6.28;4.5;109.51
AST002646;227.9;14.5;177.8;11.72;7.2;68.37
AST002648;326;18.4;255.5;3.29;2.25;296.36
AST002649;277.5;37.4;232;3.62;2.25;538.86
AST002650;252.9;37.6;192.9;10.15;7.2;310.74
AST002651;286.9;14.5;224.6;3.34;2.25;471.5
AST002652;328;22.4;265.7;3.36;2.25;422.22
AST002654;215.1;11.9;181.3;6.43;4.5;102.51
AST002656;76.4;10;60.2;0.23;0.18;311.93
AST002657;258.8;30.4;205.4;13.56;7.2;262.88
AST002658;325.9;34.7;254.8;3.35;2.25;194.84
AST002660;155.1;16.2;35.8;0.3;0.42;0
AST002661;302.9;40.7;237.9;3.73;2.25;286.57
AST002662;158.5;10.3;130.7;0.62;0.45;147.28
AST002663;1260;63.4;1048.6;26.34;13.5;1039.76
AST002664;259.8;21.8;199.5;10.49;7.2;442.6
AST002666;145.8;14.1;112.3;0.57;0.45;213.24
AST002667;300.9;30.3;231;3.6;2.25;344.2
AST002668;82.1;9;68.4;0.23;0.18;360.86
AST002669;273.5;24.2;211.2;10.37;7.2;348.6
AST002671;261.2;35.3;204.1;11.03;7.2;152.9
AST002672;263.5;20.7;201.5;12.39;7.2;215.3
AST002673;150.7;18.4;116.4;0.61;0.45;249.82
AST002674;247.7;20;189.7;10.85;7.2;254.08
AST002675;237.8;16.7;179.3;10.17;7.2;313.24
AST002676;1244.4;119.8;1053.9;22.6;13.5;1415.18
AST002677;286;35.6;227.6;3.17;2.25;381.85
AST002678;1202;153.4;921.9;26.04;13.5;1460.64
AST002679;321.5;42.1;262.5;3.86;2.25;480.34
AST002680;198.7;26.5;164.7;6.3;4.5;250.52
AST002681;273.8;24.5;232.7;11.14;7.2;217.84
AST002682;1155.8;149.3;909.5;21.91;13.5;1113.7
AST002683;229.9;16;176.8;12.26;7.2;68.97
AST002684;162.7;20.9;131.7;0.59;0.45;257.03
AST002686;298.7;37.1;231.1;3.7;2.25;527.74
AST002687;253;25.5;206.1;12.13;7.2;241.66
AST002689;250.7;21;203.9;13.35;7.2;211.6
AST002690;1122.1;73.4;204;9;12.75;0
AST002691;306.9;44.3;66;1.5;2.12;0
AST002693;259.3;36.7;201.1;12.29;7.2;267.22
AST002694;1134.4;121;933.8;23.09;13.5;1264.49
AST002695;235.8;31.1;177.3;10.72;7.2;272.7
AST002696;196.5;15.9;162.6;6.17;4.5;123.65
AST002697;136.9;8.2;30.5;0.3;0.42;0
AST002698;321.7;44.3;269.4;3.65;2.25;441.98
AST002700;1191.8;88.1;998.3;21.93;13.5;1244.59
AST002702;198.3;28.2;157.7;6.84;4.5;211.08
AST002703;257.4;34.4;198.2;12.87;7.2;264.72
AST002704;248.3;32.1;191.9;11.95;7.2;449.72
AST002705;272.1;31.8;225.2;12.59;7.2;327.14
AST002706;305.7;21;74.2;1.5;2.12;0
AST002707;243.6;30.5;192.9;11.18;7.2;248.45
AST002708;152.5;20.3;122.9;0.61;0.45;238.27
AST002709;302.9;18.5;244.9;3.46;2.25;325.47
AST002710;255.5;16.4;44.4;4.8;6.8;0
AST002711;1154.5;90.9;909.4;20.03;13.5;1662.36
AST002712;312.9;37.4;255.7;2.99;2.25;342.06
AST002713;277.2;25.6;216.1;3.26;2.25;214.63
AST002714;306.6;17.5;232.1;3.53;2.25;501.57
AST002715;273.5;38.6;223.2;10.5;7.2;285.55
AST002716;250.6;23.5;194.2;11.81;7.2;443.42
AST002717;143.5;9.4;112.6;0.58;0.45;97.98
AST002718;288.1;26;232;3.51;2.25;269.05
AST002719;262.4;19.9;202.6;11.38;7.2;78.72
AST002720;268.7;38.7;212.1;11.94;7.2;182.76
AST002722;303.4;36.8;238.9;3.92;2.25;91.02
AST002723;260.9;19.6;198.2;10.6;7.2;479.28
AST002724;272.6;14.9;227.3;3.57;2.25;348.42
AST002725;214.9;16.1;175.7;7.34;4.5;96.05
AST002726;85.7;11.9;72.8;0.24;0.18;488.66
AST002727;1254.4;78.1;1015.2;21.08;13.5;2307.32
AST002728;282.1;34.2;221.4;3.81;2.25;542.3
AST002730;260.6;37.9;204.4;13.2;7.2;314.43
AST002732;276.3;23.9;216.9;3.5;2.25;341.1
AST002733;191.8;24.2;157.1;6.98;4.5;107.37
AST002734;194.7;21.8;149.7;6.51;4.5;97.45
AST002736;269.7;40.2;59.6;4.8;6.8;0
AST002737;144.7;12.6;30.1;0.3;0.42;0
AST002738;1297.2;180.4;977.8;22.08;13.5;1478.52
AST002739;310;33.5;249.1;3.92;2.25;290.11
AST002740;323;16.5;253.2;3.34;2.25;245.57
AST002741;274.8;40.5;45.2;1.5;2.12;0
AST002742;250.5;25.6;40;4.8;6.8;0
AST002743;261.3;16.3;214.5;12.28;7.2;277.17
AST002744;241.7;32;202.1;11.53;7.2;72.51
AST002745;239;27.7;201.1;12.85;7.2;188.9
AST002747;312.5;28.2;257.1;3.9;2.25;341.9
AST002748;295.8;43.7;228.4;4.11;2.25;447.18
AST002749;264.6;17;223.4;11.92;7.2;304.9
AST002750;309.3;17.5;244.7;3.45;2.25;196.88
AST002752;293.9;42.1;238.6;3.69;2.25;378.44
AST002753;1262.1;166.7;967.3;21.91;13.5;1327.94
AST002754;1205.6;175.3;958;23.17;13.5;1937.53
AST002757;307.4;39.9;238.1;3.62;2.25;186.7
AST002758;273.4;39.1;215.4;10.9;7.2;367.41
AST002759;1249.9;156.1;1009.4;26.16;13.5;374.97
AST002760;298;36.5;227.8;3.84;2.25;320.98
AST002761;1120.3;107.2;902.5;24.73;13.5;336.09
AST002762;239.2;22.8;197.8;10.23;7.2;229.35
AST002763;306.1;43.8;252.2;3.25;2.25;365.5
AST002764;321.9;34.2;248;3.24;2.25;96.57
AST002765;1304.8;72.8;983.2;21.03;13.5;1267.92
AST002767;227.5;23.2;187;12.13;7.2;180.21
AST002768;271.6;16;221.9;3.55;2.25;298.46
AST002769;287.7;22.3;239.4;3.85;2.25;305.8
AST002770;225.8;27.4;40.7;4.8;6.8;0
AST002771;207.7;30.1;173.1;7.8;4.5;96.36
AST002772;242.8;14.5;194.4;10.78;7.2;223.59
AST002775;270.2;29.1;40.8;4.8;6.8;0
AST002776;237;32.1;188.6;11.64;7.2;330.97
AST002777;189.1;17.8;155.8;7.56;4.5;180.27
AST002778;329.9;39.8;73.9;1.5;2.12;0
AST002779;164.7;16.5;137.3;0.61;0.45;49.41
AST002780;330;47.9;264.5;3.13;2.25;542.44
AST002782;1094.1;68.4;922.5;23.54;13.5;990.36
AST002783;234;24.1;37.7;4.8;6.8;0
AST002784;329.4;31.4;259.1;3.41;2.25;490.06
AST002785;242.1;25.1;188.4;13.26;7.2;230.65
AST002786;1207.8;180.8;964.7;22.14;13.5;1159.1
AST002787;234.3;34.4;184.4;11.9;7.2;146.92
AST002788;261.7;32.5;212.4;10.44;7.2;317.18
AST002790;152.6;22.8;122.3;0.61;0.45;131.26
AST002791;302.9;29.9;68.7;1.5;2.12;0
AST002793;299.4;42.2;230.3;3.05;2.25;330.13
AST002794;286.5;31.5;236;3.59;2.25;311.84
AST002795;1285.6;127.1;1078.1;21.69;13.5;854.88
AST002796;233.6;21;185.3;12.26;7.2;185.02
AST002797;297.3;28;234.9;3.58;2.25;575.34
AST002798;1110.5;152.4;841.1;19.77;13.5;991.84
AST002799;306.2;31.8;230.3;3.67;2.25;304.6
AST002801;198.7;16.5;155.1;7.71;4.5;59.61
AST002802;248.7;21.5;198;11.39;7.2;258.47
AST002803;257.8;24.8;217.1;12.11;7.2;319.33
AST002804;1258.7;132.5;1004.9;21.7;13.5;1194.24
AST002805;236.1;27.8;187.2;10.64;7.2;194.02
AST002806;208.5;11.9;158.5;6.49;4.5;146.57
AST002807;231.3;19.5;176.9;11.5;7.2;281.21
AST002808;1272.4;167.6;1072.3;22.1;13.5;1323.22
AST002809;279.4;29.9;212.9;3.39;2.25;455.45
AST002810;191;14.1;158.4;6.73;4.5;96.66
AST002812;323.5;29.6;73.4;1.5;2.12;0
AST002813;248.7;15.3;194.3;12.14;7.2;171.04
AST002814;152.9;20.7;119.4;0.54;0.45;266.69
AST002815;232.7;20.7;193.3;12.57;7.2;162.88
AST002816;292.3;25.8;220.2;3.12;2.25;485.63
AST002818;186.4;22.6;146.2;7.57;4.5;178.48
AST002819;291;24.8;230;3.54;2.25;274.58
AST002820;287.9;26.7;221.1;3.47;2.25;342.44
AST002821;307;30;69.4;1.5;2.12;0
AST002822;261.2;26.4;203.9;11.09;7.2;209.43
AST002823;248.4;35.4;187.8;12.11;7.2;190.85
AST002824;136.6;12.8;30.1;0.3;0.42;0
AST002826;211.7;21.8;167;5.61;4.5;143.62
AST002827;244.4;30.4;198.4;11.55;7.2;268
AST002828;263.1;15;205.8;12.49;7.2;135.04
AST002830;237.6;18.4;183;12.17;7.2;244.4
AST002831;1238.3;81.5;1026;24.47;13.5;1399.2
AST002832;324.7;45.1;271.3;3.25;2.25;359.49
AST002834;275;16.8;210.7;12.39;7.2;231.83
AST002835;254.4;14.1;41.1;4.8;6.8;0
AST002836;322.7;22.2;248;2.98;2.25;386.25
AST002838;253.4;26.5;204.6;10.54;7.2;463.38
AST002839;193;22.3;158.2;6.64;4.5;221.97
AST002841;1262.8;135.4;948.4;21.15;13.5;1560.64
AST002843;1107.5;131;193.7;9;12.75;0
AST002844;294.8;33;232;3.54;2.25;263.33
AST002846;296.4;25.4;238.7;3.59;2.25;268.65
AST002848;281.1;31.7;231.3;3.15;2.25;303.25
AST002849;325.2;47.6;70.2;1.5;2.12;0
AST002850;268.8;18.1;224.7;11.98;7.2;362.38
AST002851;189.7;23.4;160.5;6.83;4.5;102.73
AST002852;160.7;22.2;133.8;0.61;0.45;144.68
AST002853;302.3;21.3;233.3;3.49;2.25;174.48
AST002854;328;47.6;253.9;3.78;2.25;403.91
AST002855;326.4;31.7;73.8;1.5;2.12;0
AST002857;1188.8;161;972.7;25.21;13.5;1478.19
AST002858;306.9;34.5;249;3.5;2.25;400.21
AST002859;286.5;37.3;242.3;3.7;2.25;477.16
AST002860;145.1;17;114.3;0.66;0.45;308.13
AST002861;163.8;20.3;126.7;0.61;0.45;280.2
AST002862;1242.7;89.6;940.1;20.63;13.5;1323.2
AST002863;312.8;16.7;250.6;3.32;2.25;544.98
AST002864;1247.7;119.7;1050.4;23.21;13.5;374.31
AST002865;189.9;12.6;157.7;5.52;4.5;101.79
AST002867;283.8;36.7;223.3;3.48;2.25;290.58
AST002868;235.5;19.7;40.4;4.8;6.8;0
AST002869;329.5;40;51.5;1.5;2.12;0
AST002871;295.6;29.2;233;3.84;2.25;484.9
AST002872;314.7;38.6;249.1;3.17;2.25;94.41
AST002873;317.6;19.5;49.2;1.5;2.12;0
AST002874;241.8;25.2;195;12.9;7.2;278.47
AST002875;1145.8;96.3;932.2;24.21;13.5;1385.81
AST002877;241.4;16.8;185.2;9.93;7.2;157.82
AST002879;297.6;25.3;241.7;3.42;2.25;385.36
AST002880;275.7;30.1;62.3;1.5;2.12;0
AST002881;317.8;42;250.5;3.48;2.25;231
AST002882;297.3;17.3;236.2;3.7;2.25;170.85
AST002883;274.1;36.3;230.7;12.58;7.2;326.24
AST002884;137.4;15;107.1;0.63;0.45;173.78
AST002885;304.4;25.4;248.4;3.85;2.25;264.14
AST002886;218.8;28.6;166.7;6.56;4.5;189.93
AST002887;1164.9;119.1;977.8;24.81;13.5;1524.54
AST002888;270.1;17.3;205.8;10.38;7.2;437.67
AST002889;264.7;14.3;205.1;9.92;7.2;231.31
AST002890;314.1;39.4;266.9;3.35;2.25;168.78
AST002891;80;10.8;62.7;0.24;0.18;246.09
AST002892;1141.2;97.3;879;25.87;13.5;1637.43
AST002894;317.4;43.8;239.1;3.33;2.25;333.81
AST002895;306.7;29.2;242.2;3.55;2.25;349.8
AST002896;273.4;22.5;221.2;12;7.2;331.16
AST002897;135.2;12.9;28.6;0.3;0.42;0
AST002899;1166.2;88.7;917.4;25.74;13.5;1437.77
AST002900;189.8;24.8;157.9;6.92;4.5;111.87
AST002901;155.6;11.4;124.6;0.58;0.45;197.6
AST002902;140.7;17.4;117.5;0.52;0.45;42.21
AST002904;247.5;32.4;186.2;12.32;7.2;74.25
AST002905;298.2;19.4;228.2;3.25;2.25;354.17
AST002907;233.9;18.1;175.8;12.03;7.2;201.3
AST002908;218.9;15.9;171.2;7.27;4.5;90.38
AST002910;316.5;40.4;64;1.5;2.12;0
AST002911;1088.9;65.4;918.4;22.88;13.5;1762.2
AST002912;1184.5;163.7;975.1;23.21;13.5;1292.82
AST002913;274.7;17.8;213.6;10.77;7.2;515.96
AST002914;1197.1;96.1;901.4;24.56;13.5;2509.63
AST002915;315.6;19;248.4;3.09;2.25;422.1
AST002918;238.6;31.1;41.4;4.8;6.8;0
AST002919;280.2;39.6;229.5;2.97;2.25;268.53
AST002920;245.9;15.1;202.2;10.64;7.2;445.58
AST002921;305.1;34.7;256.2;3.21;2.25;466.04
AST002922;288.5;22.6;240.8;3.31;2.25;554.81
AST002923;282.9;20.4;216.6;3.48;2.25;311
AST002924;275.4;19;228.2;3.77;2.25;82.62
AST002925;320.6;22.6;259.3;3.49;2.25;372.36
AST002926;296.3;36.1;249;3.05;2.25;492.53
AST002927;294.1;27.5;233.3;3.69;2.25;330.25
AST002928;191.1;11.3;151;6.8;4.5;123.36
AST002929;301;38.3;47.7;1.5;2.12;0
AST002930;1204.9;158.7;917;24.2;13.5;361.47
AST002931;282.1;39.5;237.5;3.53;2.25;522.63
AST002932;1138.3;96.4;954.4;22.81;13.5;945.24
AST002933;294.6;34.3;246;3.88;2.25;480.3
AST002934;314.9;25.7;244.2;3.37;2.25;402.22
AST002935;294;27.5;61.8;1.5;2.12;0
AST002936;149.6;11;126.1;0.66;0.45;155.6
AST002938;258.7;20.9;200.7;11.28;7.2;248.88
AST002939;270.5;21.9;210.7;3.34;2.25;419.8
AST002940;1100.7;99.4;877;24.35;13.5;937.03
AST002941;283.5;14.8;237.9;3.48;2.25;462.27
AST002942;320.3;42.7;268.9;3.04;2.25;349.22
AST002943;194.4;15.9;31.9;3;4.25;0
AST002945;1082.9;116.8;878.9;22.28;13.5;1277.35
AST002946;272.9;22;208.9;3.64;2.25;374.42
AST002947;1295.8;67.8;977.7;23.33;13.5;1693.21
AST002948;306.1;39.2;244.6;3.42;2.25;576.37
AST002949;312.2;45.2;68.6;1.5;2.12;0
AST002950;195.7;16.3;166.3;6.33;4.5;107.19
AST002951;1230.4;172.2;978.6;23.85;13.5;1260.33
AST002952;1238.1;141.9;974.9;23.42;13.5;2537.99
AST002953;137.3;10.4;33;0.3;0.42;0
AST002954;230.3;28.9;193.4;11.54;7.2;135.85
AST002955;1099.5;98;847.6;23.21;13.5;1662.09
AST002956;232.7;16.1;186;12.85;7.2;163.78
AST002957;250;23.1;190.7;11.13;7.2;127.42
AST002959;137.4;10.6;22.5;0.3;0.42;0
AST002960;273.1;24.4;221.9;10.92;7.2;322.74
AST002961;206.5;19;160.3;7.49;4.5;84.88
AST002962;139.3;9.5;113.6;0.6;0.45;317.43
AST002963;276.7;40.7;232;3.41;2.25;282.95
AST002964;262.2;37.5;208.6;11.5;7.2;225.36
AST002965;234.4;20.5;187;12.83;7.2;275.14
AST002966;1307.2;80.3;1039.2;20.43;13.5;1463.9
AST002967;285.4;20.2;218.3;3.86;2.25;387.54
AST002968;244.1;26.1;203.2;10.71;7.2;332.14
AST002969;329.3;27.1;255.4;3.53;2.25;319.11
AST002970;282.6;38.2;233.6;3.86;2.25;189
AST002971;1178.4;65.4;974.5;26.1;13.5;955.46
AST002972;321.4;25.6;252.7;3.32;2.25;326.27
AST002973;294.7;44;244.2;3.04;2.25;259.79
AST002975;1214.6;181.9;1029.4;23.2;13.5;1279.47
AST002977;271.3;31.5;210.7;3.38;2.25;340.29
AST002978;252;13.6;210.6;12.6;7.2;262.28
AST002979;308.8;28.2;259;3.32;2.25;282.3
AST002980;316.2;30.5;238.2;3.4;2.25;390.12
AST002981;280;25.1;236.3;3.92;2.25;481.05
AST002982;261.9;18.2;60.3;4.8;6.8;0
AST002983;253.8;17.6;204.3;10.93;7.2;305.26
AST002987;200.7;29.3;163.9;6.02;4.5;93.58
AST002988;246.7;31.5;196.9;11.68;7.2;74.01
AST002989;285;28.1;241.8;3.69;2.25;612.28
AST002990;273.5;32.8;230.3;2.93;2.25;232.85
AST002991;288.6;27.2;226.5;3.36;2.25;348.36
AST002992;328.3;18.3;263.4;3.55;2.25;307.31
AST002994;144;13.6;110.5;0.62;0.45;227.26
AST002995;181.8;9.2;147.5;7.59;4.5;157.78
AST002996;289.9;37;226.8;3.3;2.25;86.97
AST002997;147.8;11;118.2;0.61;0.45;288.25
AST002998;274.2;30.1;64;1.5;2.12;0
AST002999;306.1;21;248.8;3.27;2.25;310.34
AST003001;329.2;38.2;254.6;3.22;2.25;368.83
AST003003;270.7;16;225.7;12.3;7.2;413.96
AST003004;325.3;48;260;3.54;2.25;516.9
AST003005;290.4;17.1;224.6;3.59;2.25;385.98
AST003007;307.5;43.8;245.3;3.43;2.25;316.51
AST003008;1193.9;66.9;930.1;24.01;13.5;1556.83
AST003009;1304.3;178.6;1021.6;19.72;13.5;1106.32
AST003010;256.6;37.3;200.4;13.01;7.2;237.03
AST003011;237.1;23.8;179.8;11.22;7.2;272.84
AST003012;277.5;38.3;60.1;1.5;2.12;0
AST003013;266.5;38.1;225.4;11.91;7.2;350.74
AST003015;143.1;8.8;116.2;0.62;0.45;252.01
AST003018;256.3;22.8;56.2;4.8;6.8;0
AST003021;317;38;239.3;3.36;2.25;749.56
AST003022;288.5;36.3;233.5;3.57;2.25;476.91
AST003024;294.5;25.5;250;3.27;2.25;429.51
AST003025;215.5;12.3;180.6;6.74;4.5;82.74
AST003026;137.4;16;114.1;0.62;0.45;120.29
AST003027;1286.2;117.8;203;9;12.75;0
AST003029;1137.3;128.6;174.6;9;12.75;0
AST003030;211.5;23.3;169.4;6.33;4.5;257.35
AST003031;1158.3;114.8;222.9;9;12.75;0
AST003032;246.3;22;192.7;11.64;7.2;167.4
AST003033;250.8;35.2;42.2;4.8;6.8;0
AST003034;228.4;14.7;189;10.25;7.2;451.94
AST003035;315.6;24.8;259.9;3.33;2.25;238.9
AST003037;287.9;39.1;241.1;3.49;2.25;243.07
AST003038;294;16.8;237.2;3.82;2.25;251.52
AST003039;317.5;41.2;261.7;4.04;2.25;391.88
AST003040;311.9;22.8;252.4;3.42;2.25;190.85
AST003041;307.1;20.9;50.1;1.5;2.12;0
AST003042;259.4;20;199.4;12.25;7.2;395.83
AST003043;282.6;19.9;234.6;4.03;2.25;434.6
AST003044;310.5;40.6;252.5;3.21;2.25;388.84
AST003045;314.7;41.9;249.8;3.61;2.25;259.75
AST003046;136;7.1;108.6;0.63;0.45;40.8
AST003047;301.2;25.5;253.8;3.53;2.25;384.21
AST003048;274;37.7;224.5;3.62;2.25;158.96
AST003049;286.5;37.9;216.2;3.44;2.25;231.97
AST003050;1237.6;136.1;239.5;9;12.75;0
AST003051;250.4;27.1;199.2;10.44;7.2;183.42
AST003052;246.9;27.1;205.7;10.66;7.2;289.45
AST003053;151;22.1;125.6;0.61;0.45;224.3
AST003054;290.6;34;244.3;3.47;2.25;591.91
AST003055;285.8;21;217.7;3.51;2.25;290.85
AST003056;273.1;36.1;208.8;10.32;7.2;181.61
