asset_id,equipment_type,region,carbon_savings_kg,lifecycle_extension_years,refurbishment_success
ITAD-000505,Laptop,North America,37.79,0.0,False
ITAD-000506,Printer,Europe,210.01,2.13,True
ITAD-000507,Smartphone,Asia Pacific,57.44,3.36,True
ITAD-000508,Smartphone,North America,63.6,3.31,True
ITAD-000509,Printer,North America,290.27,2.12,True
ITAD-000510,Server,Latin America,1195.51,3.42,True
ITAD-000511,Server,North America,1167.34,2.37,True
ITAD-000512,Smartphone,Asia Pacific,11.49,0.0,False
ITAD-000513,Smartphone,Europe,22.53,1.73,True
ITAD-000514,Desktop,Asia Pacific,371.87,3.46,True
ITAD-000515,Monitor,Europe,197.55,1.98,False
ITAD-000516,Laptop,Europe,221.66,3.12,True
ITAD-000517,Tablet,North America,69.58,3.28,True
ITAD-000518,Printer,Latin America,290.7,2.33,True
ITAD-000519,Smartphone,North America,42.76,2.94,True
ITAD-000520,Laptop,North America,57.86,0.0,False
ITAD-000521,Desktop,Europe,377.57,1.03,False
ITAD-000522,Smartphone,North America,34.99,3.0,True
ITAD-000523,Laptop,North America,305.56,2.02,True
ITAD-000524,Server,North America,1147.08,1.3,False
ITAD-000525,Monitor,Latin America,40.56,0.0,False
ITAD-000526,Desktop,North America,300.35,1.03,False
ITAD-000527,Tablet,Asia Pacific,80.08,1.54,True
ITAD-000528,Monitor,North America,157.09,3.44,True
ITAD-000529,Smartphone,North America,9.48,0.0,False
ITAD-000530,Desktop,Asia Pacific,386.54,3.07,True
ITAD-000531,Smartphone,Europe,45.26,1.03,False
ITAD-000532,Smartphone,North America,30.51,1.43,False
ITAD-000533,Smartphone,North America,58.84,1.08,False
ITAD-000534,Smartphone,Europe,19.65,1.36,False
ITAD-000535,Server,Asia Pacific,902.8,2.3,True
ITAD-000536,Server,Europe,731.98,3.01,True
ITAD-000537,Printer,North America,47.99,0.0,False
ITAD-000538,Smartphone,Asia Pacific,24.2,2.72,True
ITAD-000539,Laptop,Europe,260.75,2.64,True
ITAD-000540,Monitor,North America,176.84,3.14,True
ITAD-000541,Desktop,North America,381.43,0.75,False
ITAD-000542,Desktop,Asia Pacific,486.47,2.78,True
ITAD-000543,Desktop,Europe,404.61,1.04,False
ITAD-000544,Laptop,Europe,332.14,3.1,True
ITAD-000545,Laptop,North America,213.5,1.51,True
ITAD-000546,Smartphone,North America,54.71,2.82,True
ITAD-000547,Smartphone,North America,56.43,2.61,True
ITAD-000548,Server,North America,1038.33,2.28,True
ITAD-000549,Smartphone,Europe,30.23,1.83,True
ITAD-000550,Monitor,Europe,125.61,2.2,True
ITAD-000551,Tablet,Europe,79.29,1.8,True
ITAD-000552,Tablet,Europe,60.21,2.88,True
ITAD-000553,Tablet,Europe,85.91,1.61,True
ITAD-000554,Printer,North America,152.14,1.77,True
ITAD-000555,Monitor,North America,139.48,0.79,False
ITAD-000556,Tablet,Asia Pacific,92.06,2.05,False
ITAD-000557,Tablet,Europe,62.34,1.78,True
ITAD-000558,Tablet,Europe,75.89,3.22,True
ITAD-000559,Printer,Latin America,280.43,1.38,False
ITAD-000560,Laptop,Europe,291.39,2.82,True
ITAD-000561,Smartphone,North America,6.46,0.0,False
ITAD-000562,Smartphone,Europe,46.96,3.48,True
ITAD-000563,Smartphone,Europe,44.51,1.97,True
ITAD-000564,Monitor,North America,243.59,2.74,True
ITAD-000565,Smartphone,Asia Pacific,41.59,2.27,True
ITAD-000566,Monitor,Asia Pacific,160.83,1.85,True
ITAD-000567,Laptop,Latin America,56.65,0.0,False
ITAD-000568,Monitor,North America,168.54,1.79,True
ITAD-000569,Printer,Europe,294.37,1.96,False
ITAD-000570,Laptop,North America,276.93,1.58,True
ITAD-000571,Tablet,North America,94.53,2.56,True
ITAD-000572,Desktop,North America,348.25,2.11,True
ITAD-000573,Server,Europe,1258.42,3.0,True
ITAD-000574,Smartphone,North America,21.69,0.83,False
ITAD-000575,Smartphone,Latin America,43.9,1.21,False
ITAD-000576,Desktop,Asia Pacific,449.0,3.48,True
ITAD-000577,Server,Asia Pacific,806.37,3.26,True
ITAD-000578,Server,Asia Pacific,1016.2,2.18,True
ITAD-000579,Smartphone,North America,18.41,3.26,True
ITAD-000580,Printer,Europe,284.72,1.5,True
ITAD-000581,Server,Asia Pacific,981.34,2.27,False
ITAD-000582,Laptop,Europe,330.67,2.58,True
ITAD-000583,Smartphone,North America,25.07,0.96,False
ITAD-000584,Smartphone,Europe,9.12,0.0,False
ITAD-000585,Desktop,Europe,331.49,1.61,True
ITAD-000586,Server,Middle East & Africa,846.13,2.72,True
ITAD-000587,Laptop,Latin America,193.76,2.51,True
ITAD-000588,Server,Europe,1108.55,2.46,True
ITAD-000589,Tablet,Latin America,56.59,2.86,True
ITAD-000590,Tablet,North America,77.6,2.17,True
ITAD-000591,Printer,North America,273.0,3.07,True
ITAD-000592,Desktop,Middle East & Africa,339.07,1.54,True
ITAD-000593,Printer,Asia Pacific,201.65,3.06,True
ITAD-000594,Smartphone,Europe,30.24,0.79,False
ITAD-000595,Laptop,North America,174.34,3.18,True
ITAD-000596,Tablet,Europe,62.08,2.68,True
ITAD-000597,Monitor,North America,221.3,1.7,True
ITAD-000598,Printer,North America,203.75,1.71,False
ITAD-000599,Monitor,Asia Pacific,194.79,2.01,True
ITAD-000600,Tablet,North America,61.89,2.06,True
ITAD-000601,Server,Europe,1229.69,2.96,True
ITAD-000602,Server,North America,725.89,2.0,True
ITAD-000603,Server,Asia Pacific,834.89,3.45,True
ITAD-000604,Smartphone,North America,22.27,2.02,True
ITAD-000605,Server,Europe,980.02,2.08,True
ITAD-000606,Desktop,Europe,433.95,1.89,True
ITAD-000607,Monitor,Europe,175.48,1.54,False
ITAD-000608,Monitor,Europe,128.54,3.24,True
ITAD-000609,Monitor,Middle East & Africa,150.45,2.2,True
ITAD-000610,Tablet,North America,50.06,1.09,False
ITAD-000611,Desktop,Latin America,455.41,1.83,True
ITAD-000612,Laptop,Middle East & Africa,185.95,2.39,True
ITAD-000613,Smartphone,North America,38.0,0.83,False
ITAD-000614,Tablet,Middle East & Africa,87.04,1.54,True
ITAD-000615,Printer,North America,252.03,1.83,True
ITAD-000616,Laptop,Europe,200.21,3.04,True
ITAD-000617,Tablet,North America,70.18,2.04,True
ITAD-000618,Monitor,Asia Pacific,172.31,1.63,True
ITAD-000619,Server,Europe,1028.64,2.65,True
ITAD-000620,Monitor,Europe,181.93,2.56,True
ITAD-000621,Laptop,Asia Pacific,268.64,2.58,True
ITAD-000622,Desktop,Europe,393.45,3.45,True
ITAD-000623,Monitor,Europe,174.29,0.82,False
ITAD-000624,Tablet,North America,100.85,0.85,False
ITAD-000625,Server,Asia Pacific,899.62,3.07,True
ITAD-000626,Monitor,Europe,23.0,0.0,False
ITAD-000627,Printer,North America,299.7,2.77,True
ITAD-000628,Tablet,Asia Pacific,17.6,0.0,False
ITAD-000629,Printer,North America,156.61,2.28,True
ITAD-000630,Printer,Asia Pacific,116.67,3.24,True
ITAD-000631,Printer,North America,188.87,3.41,True
ITAD-000632,Server,Asia Pacific,867.3,2.74,True
ITAD-000633,Tablet,North America,93.63,1.09,False
ITAD-000634,Server,Middle East & Africa,1051.1,2.34,True
ITAD-000635,Laptop,Latin America,41.63,0.0,False
ITAD-000636,Desktop,North America,304.26,1.54,True
ITAD-000637,Printer,Europe,238.81,2.56,True
ITAD-000638,Monitor,Asia Pacific,137.91,2.24,True
ITAD-000639,Tablet,North America,7.71,0.0,False
ITAD-000640,Tablet,North America,75.56,1.45,False
ITAD-000641,Monitor,North America,214.53,1.93,True
ITAD-000642,Monitor,Europe,189.35,1.47,False
ITAD-000643,Tablet,Europe,45.63,2.15,True
ITAD-000644,Server,Latin America,1022.33,2.55,True
ITAD-000645,Laptop,Europe,309.88,2.15,True
ITAD-000646,Server,Europe,1188.75,3.19,True
ITAD-000647,Tablet,Asia Pacific,80.83,1.93,True
ITAD-000648,Monitor,North America,180.89,1.65,False
ITAD-000649,Monitor,Asia Pacific,223.24,2.22,True
ITAD-000650,Printer,North America,161.2,2.3,True
ITAD-000651,Tablet,North America,62.83,3.12,True
ITAD-000652,Tablet,Europe,68.07,2.31,True
ITAD-000653,Desktop,Asia Pacific,460.67,1.06,False
ITAD-000654,Tablet,North America,87.69,0.81,False
ITAD-000655,Smartphone,Europe,17.28,3.06,True
ITAD-000656,Tablet,Europe,80.98,1.62,True
ITAD-000657,Tablet,North America,90.74,3.22,True
ITAD-000658,Monitor,Europe,197.26,2.39,True
ITAD-000659,Smartphone,North America,47.53,1.0,False
ITAD-000660,Laptop,Asia Pacific,272.36,2.61,True
ITAD-000661,Desktop,Asia Pacific,283.84,2.68,True
ITAD-000662,Smartphone,Asia Pacific,11.04,0.0,False
ITAD-000663,Desktop,North America,366.71,1.84,True
ITAD-000664,Smartphone,Asia Pacific,17.28,2.61,True
ITAD-000665,Printer,Europe,263.22,2.87,True
ITAD-000666,Monitor,Europe,185.98,1.14,False
ITAD-000667,Server,North America,1000.19,2.5,True
ITAD-000668,Smartphone,Asia Pacific,5.63,0.0,False
ITAD-000669,Monitor,Europe,171.9,1.21,False
ITAD-000670,Laptop,Asia Pacific,279.24,2.48,True
ITAD-000671,Server,North America,815.87,0.72,False
ITAD-000672,Printer,North America,221.19,1.36,False
ITAD-000673,Monitor,Asia Pacific,161.43,3.01,True
ITAD-000674,Tablet,Europe,73.35,1.82,True
ITAD-000675,Printer,North America,227.85,2.15,True
ITAD-000676,Server,Asia Pacific,213.98,0.0,False
ITAD-000677,Tablet,North America,76.6,3.09,True
ITAD-000678,Tablet,North America,45.62,3.17,True
ITAD-000679,Desktop,Latin America,425.29,3.04,True
ITAD-000680,Server,North America,1028.75,2.7,True
ITAD-000681,Printer,Europe,278.69,1.5,True
ITAD-000682,Printer,North America,214.92,3.25,True
ITAD-000683,Smartphone,Asia Pacific,3.21,0.0,False
ITAD-000684,Monitor,North America,168.86,2.97,True
ITAD-000685,Monitor,North America,125.06,3.18,True
ITAD-000686,Printer,North America,199.48,1.98,True
ITAD-000687,Laptop,Asia Pacific,330.01,2.14,True
ITAD-000688,Tablet,North America,16.88,0.0,False
ITAD-000689,Tablet,Europe,75.57,3.4,True
ITAD-000690,Tablet,Asia Pacific,87.52,2.49,True
ITAD-000691,Printer,Europe,259.42,2.95,True
ITAD-000692,Smartphone,Middle East & Africa,36.23,2.36,False
ITAD-000693,Laptop,Asia Pacific,231.45,2.0,True
ITAD-000694,Laptop,North America,267.4,1.86,True
ITAD-000695,Monitor,North America,180.59,2.77,True
ITAD-000696,Tablet,Latin America,94.81,1.31,False
ITAD-000697,Printer,Asia Pacific,223.24,2.29,True
ITAD-000698,Monitor,North America,208.32,3.01,True
ITAD-000699,Tablet,Asia Pacific,9.74,0.0,False
ITAD-000700,Laptop,North America,59.98,0.0,False
ITAD-000701,Server,Asia Pacific,921.36,2.75,True
ITAD-000702,Monitor,Asia Pacific,184.44,1.69,False
ITAD-000703,Smartphone,Europe,10.96,0.0,False
ITAD-000704,Monitor,North America,128.22,0.69,False
ITAD-000705,Server,Asia Pacific,777.7,2.53,True
ITAD-000706,Smartphone,Europe,7.79,0.0,False
ITAD-000707,Laptop,Asia Pacific,246.27,3.46,True
ITAD-000708,Laptop,Latin America,43.23,0.0,False
ITAD-000709,Printer,North America,285.86,1.7,True
ITAD-000710,Desktop,Europe,437.49,2.57,True
ITAD-000711,Desktop,Europe,444.68,1.6,True
ITAD-000712,Tablet,Europe,55.61,2.95,True
ITAD-000713,Printer,Europe,183.78,2.97,True
ITAD-000714,Tablet,Asia Pacific,11.59,0.0,False
ITAD-000715,Monitor,North America,145.13,3.37,True
ITAD-000716,Monitor,North America,147.3,2.07,True
ITAD-000717,Smartphone,Latin America,61.39,1.54,False
ITAD-000718,Desktop,Asia Pacific,404.53,3.4,True
ITAD-000719,Server,North America,884.19,3.17,True
ITAD-000720,Smartphone,Asia Pacific,26.87,2.51,True
ITAD-000721,Smartphone,Asia Pacific,8.83,0.0,False
ITAD-000722,Tablet,North America,61.81,2.61,True
ITAD-000723,Server,Asia Pacific,881.74,3.04,True
ITAD-000724,Server,Asia Pacific,1094.2,1.94,True
ITAD-000725,Laptop,Asia Pacific,175.55,3.01,True
ITAD-000726,Desktop,Europe,310.25,3.31,True
ITAD-000727,Server,North America,671.75,2.03,True
ITAD-000728,Server,Asia Pacific,1100.63,2.98,True
ITAD-000729,Server,North America,962.26,2.05,True
ITAD-000730,Printer,Asia Pacific,312.42,1.74,True
ITAD-000731,Monitor,Asia Pacific,238.34,1.72,False
ITAD-000732,Laptop,North America,269.06,1.68,True
ITAD-000733,Desktop,Europe,404.25,1.93,True
ITAD-000734,Desktop,Europe,386.68,2.32,True
ITAD-000735,Smartphone,Europe,7.24,0.0,False
ITAD-000736,Smartphone,Latin America,7.7,0.0,False
ITAD-000737,Monitor,Asia Pacific,119.93,2.82,True
ITAD-000738,Tablet,Latin America,60.94,2.95,True
ITAD-000739,Server,North America,785.66,0.8,False
ITAD-000740,Desktop,North America,83.63,0.0,False
ITAD-000741,Server,Europe,704.68,2.67,True
ITAD-000742,Printer,North America,145.91,2.79,True
ITAD-000743,Laptop,Europe,35.31,0.0,False
ITAD-000744,Server,North America,1184.38,2.08,True
ITAD-000745,Tablet,North America,11.36,0.0,False
ITAD-000746,Monitor,Europe,226.34,1.03,False
ITAD-000747,Desktop,North America,483.79,3.11,True
ITAD-000748,Smartphone,Europe,38.1,1.53,True
ITAD-000749,Server,North America,1108.89,1.36,False
ITAD-000750,Server,Europe,937.87,2.61,True
ITAD-000751,Monitor,Asia Pacific,153.1,1.16,False
ITAD-000752,Laptop,North America,236.31,2.75,True
ITAD-000753,Monitor,Europe,168.6,2.37,True
ITAD-000754,Monitor,Europe,181.14,2.54,True
ITAD-000755,Smartphone,Asia Pacific,35.91,2.78,True
ITAD-000756,Monitor,Europe,216.48,2.7,True
ITAD-000757,Desktop,Asia Pacific,463.12,3.28,True
ITAD-000758,Smartphone,Asia Pacific,40.84,2.84,True
ITAD-000759,Server,Europe,690.07,1.55,False
ITAD-000760,Monitor,Middle East & Africa,132.66,1.6,False
ITAD-000761,Desktop,North America,301.32,3.41,True
ITAD-000762,Desktop,Europe,465.27,2.22,True
ITAD-000763,Desktop,Asia Pacific,77.54,0.0,False
ITAD-000764,Printer,Middle East & Africa,303.21,3.14,True
ITAD-000765,Smartphone,Latin America,45.13,1.66,True
ITAD-000766,Tablet,Europe,47.8,1.19,False
ITAD-000767,Desktop,North America,69.58,0.0,False
ITAD-000768,Laptop,Europe,242.46,1.64,True
ITAD-000769,Smartphone,Asia Pacific,33.99,3.12,True
ITAD-000770,Printer,Europe,298.27,1.29,False
ITAD-000771,Laptop,Asia Pacific,247.9,3.4,True
ITAD-000772,Monitor,Europe,197.97,2.72,True
ITAD-000773,Printer,North America,255.16,2.15,True
ITAD-000774,Smartphone,Asia Pacific,36.82,0.93,False
ITAD-000775,Desktop,Middle East & Africa,433.18,3.4,True
ITAD-000776,Desktop,North America,479.41,1.82,True
ITAD-000777,Laptop,Europe,224.55,2.5,True
ITAD-000778,Monitor,Europe,142.2,1.55,True
ITAD-000779,Tablet,Europe,89.49,0.72,False
ITAD-000780,Laptop,Europe,224.09,2.38,True
ITAD-000781,Laptop,Latin America,316.12,1.59,True
ITAD-000782,Printer,North America,153.12,1.84,True
ITAD-000783,Monitor,Europe,133.67,2.26,True
ITAD-000784,Server,Europe,935.89,1.88,True
ITAD-000785,Smartphone,North America,41.15,1.82,True
ITAD-000786,Monitor,Europe,200.47,1.68,True
ITAD-000787,Tablet,Latin America,81.73,3.28,True
ITAD-000788,Laptop,Asia Pacific,269.94,3.31,True
ITAD-000789,Smartphone,Asia Pacific,65.93,0.94,False
ITAD-000790,Laptop,Europe,38.72,0.0,False
ITAD-000791,Server,Latin America,941.81,1.6,True
ITAD-000792,Desktop,North America,302.83,1.95,True
ITAD-000793,Server,Europe,707.43,3.1,True
ITAD-000794,Desktop,North America,351.99,2.96,True
ITAD-000795,Laptop,Europe,41.17,0.0,False
ITAD-000796,Printer,North America,55.27,0.0,False
ITAD-000797,Server,North America,1168.32,2.4,True
ITAD-000798,Smartphone,Asia Pacific,3.41,0.0,False
ITAD-000799,Tablet,North America,17.46,0.0,False
ITAD-000800,Laptop,Asia Pacific,248.04,2.14,True
ITAD-000801,Desktop,Asia Pacific,353.97,3.03,True
ITAD-000802,Monitor,Europe,41.25,0.0,False
ITAD-000803,Monitor,Asia Pacific,180.93,2.19,True
ITAD-000804,Tablet,North America,7.96,0.0,False
ITAD-000805,Tablet,Europe,100.76,1.21,False
ITAD-000806,Tablet,North America,48.85,2.85,True
ITAD-000807,Monitor,Asia Pacific,159.07,2.25,False
ITAD-000808,Tablet,Europe,46.99,3.21,True
ITAD-000809,Monitor,North America,198.75,2.32,True
ITAD-000810,Tablet,North America,16.52,0.0,False
ITAD-000811,Desktop,Middle East & Africa,453.09,1.96,True
ITAD-000812,Monitor,Latin America,164.84,2.18,True
ITAD-000813,Desktop,North America,443.22,3.29,True
ITAD-000814,Smartphone,North America,54.52,2.4,True
ITAD-000815,Server,Asia Pacific,664.99,3.24,True
ITAD-000816,Tablet,Asia Pacific,76.48,3.34,True
ITAD-000817,Printer,Asia Pacific,162.12,3.25,True
ITAD-000818,Server,North America,944.25,1.88,True
ITAD-000819,Desktop,Asia Pacific,375.78,2.07,False
ITAD-000820,Laptop,Europe,246.39,0.92,False
ITAD-000821,Desktop,North America,391.77,2.56,True
ITAD-000822,Desktop,Europe,442.34,2.28,True
ITAD-000823,Desktop,Asia Pacific,399.81,1.52,True
ITAD-000824,Server,Asia Pacific,1022.38,2.78,True
ITAD-000825,Server,North America,1245.19,0.61,False
ITAD-000826,Monitor,Europe,241.54,2.26,True
ITAD-000827,Desktop,Asia Pacific,84.54,0.0,False
ITAD-000828,Server,North America,687.08,1.0,False
ITAD-000829,Smartphone,Europe,66.69,2.78,True
ITAD-000830,Desktop,North America,413.92,1.76,True
ITAD-000831,Server,North America,723.24,3.32,True
ITAD-000832,Desktop,Asia Pacific,368.68,3.03,True
ITAD-000833,Printer,Latin America,171.25,2.52,True
ITAD-000834,Desktop,Europe,345.99,0.82,False
ITAD-000835,Smartphone,Latin America,5.47,0.0,False
ITAD-000836,Laptop,North America,297.22,3.03,True
ITAD-000837,Printer,North America,257.1,1.94,True
ITAD-000838,Desktop,Europe,315.48,2.83,True
ITAD-000839,Server,Asia Pacific,1130.97,2.97,True
ITAD-000840,Desktop,Asia Pacific,305.45,3.03,True
ITAD-000841,Laptop,Asia Pacific,233.3,1.84,True
ITAD-000842,Server,North America,667.71,1.75,True
ITAD-000843,Printer,Europe,160.73,2.37,True
ITAD-000844,Server,Europe,827.71,2.46,True
ITAD-000845,Printer,Europe,51.19,0.0,False
ITAD-000846,Tablet,Europe,72.03,2.3,True
ITAD-000847,Smartphone,Latin America,30.11,3.38,True
ITAD-000848,Desktop,Europe,492.22,2.77,True
ITAD-000849,Monitor,Europe,157.83,2.54,True
ITAD-000850,Smartphone,Asia Pacific,50.87,1.56,True
ITAD-000851,Printer,North America,315.08,3.07,True
ITAD-000852,Server,Europe,1225.94,2.09,True
ITAD-000853,Monitor,North America,229.43,3.27,True
ITAD-000854,Laptop,North America,236.62,2.92,True
ITAD-000855,Laptop,Middle East & Africa,227.07,2.79,True
ITAD-000856,Printer,Europe,331.24,0.68,False
ITAD-000857,Tablet,North America,49.38,1.67,True
ITAD-000858,Monitor,Asia Pacific,221.19,1.8,True
ITAD-000859,Smartphone,Asia Pacific,3.4,0.0,False
ITAD-000860,Tablet,Europe,9.09,0.0,False
ITAD-000861,Tablet,Europe,99.67,1.55,True
ITAD-000862,Smartphone,North America,64.21,3.32,True
ITAD-000863,Monitor,North America,123.04,2.27,True
ITAD-000864,Desktop,North America,89.95,0.0,False
ITAD-000865,Printer,Latin America,324.75,2.29,True
ITAD-000866,Smartphone,Europe,54.03,2.16,True
ITAD-000867,Tablet,Latin America,48.24,2.19,True
ITAD-000868,Desktop,North America,315.83,2.54,True
ITAD-000869,Desktop,North America,370.07,2.9,True
ITAD-000870,Monitor,Asia Pacific,117.81,1.59,True
ITAD-000871,Server,Asia Pacific,1129.41,3.24,True
ITAD-000872,Laptop,North America,315.85,1.18,False
ITAD-000873,Server,North America,1051.8,2.97,True
ITAD-000874,Laptop,Europe,40.91,0.0,False
ITAD-000875,Tablet,North America,10.03,0.0,False
ITAD-000876,Laptop,North America,225.22,3.37,True
ITAD-000877,Printer,Europe,252.11,2.37,True
ITAD-000878,Printer,Asia Pacific,213.28,2.21,True
ITAD-000879,Laptop,Asia Pacific,59.61,0.0,False
ITAD-000880,Desktop,Asia Pacific,428.97,1.72,True
ITAD-000881,Server,Europe,1150.94,2.88,True
ITAD-000882,Tablet,Asia Pacific,97.63,1.1,False
ITAD-000883,Smartphone,Asia Pacific,3.89,0.0,False
ITAD-000884,Smartphone,Europe,9.17,0.0,False
ITAD-000885,Server,Latin America,760.8,1.7,True
ITAD-000886,Tablet,North America,51.22,1.77,True
ITAD-000887,Monitor,Asia Pacific,197.93,1.82,True
ITAD-000888,Laptop,North America,47.68,0.0,False
ITAD-000889,Tablet,Europe,95.09,2.86,True
ITAD-000890,Monitor,Latin America,150.55,2.03,True
ITAD-000891,Smartphone,North America,52.25,2.01,True
ITAD-000892,Laptop,North America,53.77,0.0,False
ITAD-000893,Server,North America,214.41,0.0,False
ITAD-000894,Printer,Europe,154.8,2.85,True
ITAD-000895,Smartphone,Latin America,51.23,0.53,False
ITAD-000896,Printer,Asia Pacific,276.13,3.22,True
ITAD-000897,Monitor,Asia Pacific,229.15,0.8,False
ITAD-000898,Smartphone,Asia Pacific,41.12,2.2,False
ITAD-000899,Smartphone,Europe,57.44,2.76,True
ITAD-000900,Desktop,Europe,387.84,2.8,True
ITAD-000901,Laptop,Latin America,310.91,2.67,True
ITAD-000902,Printer,Asia Pacific,288.07,1.58,True
ITAD-000903,Tablet,Europe,68.52,1.32,False
