asset_id;intake_date;assessment_duration_hrs;refurb_start_date;refurb_completion_date;parts_cost;labor_hours;final_condition_score;refurb_success;certification_achieved
AST000345;10/5/2020;4.7;13/5/2020;13/5/2020;48.48;7.7;5.6;TRUE;ISO14001
AST000346;10/1/2022;3.2;14/1/2022;14/1/2022;124.87;7.5;10;TRUE;R2
AST000347;27/12/2020;8;30/12/2020;31/12/2020;295.78;16.5;7.7;TRUE;R2
AST000348;9/5/2023;2.5;10/5/2023;11/5/2023;34.22;1.9;9;FALSE;
AST000349;2/9/2024;3.9;8/9/2024;8/9/2024;48.22;1;10;TRUE;e-Stewards
AST000350;30/3/2024;7.8;2/4/2024;2/4/2024;13.93;1.8;10;TRUE;e-Stewards
AST000352;8/4/2020;2.9;22/4/2020;22/4/2020;49.91;4.2;6.4;TRUE;R2
AST000353;31/7/2024;2.8;8/8/2024;8/8/2024;16.21;4.4;10;TRUE;R2
AST000354;5/3/2023;2.1;8/3/2023;8/3/2023;127.88;5.6;10;TRUE;R2
AST000358;1/7/2024;5.4;2/7/2024;2/7/2024;13.77;1;10;FALSE;
AST000363;5/11/2021;5;7/11/2021;7/11/2021;36.8;4.1;7.7;FALSE;
AST000368;21/6/2021;3.7;26/6/2021;26/6/2021;311.93;12.1;8.1;TRUE;R2
AST000369;7/11/2022;5.1;11/11/2022;11/11/2022;20.37;2.5;8.5;TRUE;None
AST000371;14/10/2021;8;15/10/2021;15/10/2021;22.68;2.2;7.6;TRUE;ISO14001
AST000372;14/6/2024;4.3;17/6/2024;17/6/2024;31.08;1.5;10;TRUE;ISO14001
AST000375;24/10/2021;4.6;31/10/2021;31/10/2021;45.08;3.5;9.4;TRUE;R2
AST000377;1/1/2024;6.2;10/1/2024;10/1/2024;49.09;1;9.8;TRUE;R2
AST000378;14/10/2023;1.2;20/10/2023;20/10/2023;47.68;3.7;10;TRUE;R2
AST000379;29/10/2021;5.7;31/10/2021;31/10/2021;193.53;9.8;10;TRUE;e-Stewards
AST000382;1/7/2023;6.1;10/7/2023;10/7/2023;48.12;3.3;9.8;TRUE;R2
AST000383;15/10/2021;4;19/10/2021;19/10/2021;41.53;2.9;9.1;TRUE;ISO14001
AST000384;29/7/2020;3.7;31/7/2020;31/7/2020;32.58;3.5;6.7;FALSE;
AST000386;3/8/2021;3;5/8/2021;5/8/2021;36.92;4.3;7.5;TRUE;e-Stewards
AST000387;10/1/2022;3.1;13/1/2022;13/1/2022;181.23;8.6;8.9;FALSE;
AST000388;10/5/2024;2.9;12/5/2024;12/5/2024;17.07;1.1;10;TRUE;R2
AST000389;17/12/2020;2.4;20/12/2020;20/12/2020;17.42;3;8.9;TRUE;e-Stewards
AST000392;6/4/2020;4.2;7/4/2020;7/4/2020;56.6;3.3;7.6;TRUE;e-Stewards
AST000393;9/8/2022;3.3;13/8/2022;13/8/2022;15.79;2.8;9.6;FALSE;
AST000394;27/9/2024;2.2;30/9/2024;30/9/2024;34.26;1.9;10;TRUE;e-Stewards
AST000395;9/8/2022;1.2;11/8/2022;11/8/2022;48.47;2;8.6;TRUE;None
AST000396;1/9/2024;1.7;8/9/2024;8/9/2024;17.64;2;9;TRUE;R2
AST000397;22/2/2023;4.8;24/2/2023;24/2/2023;63.84;2.9;9;TRUE;e-Stewards
AST000398;19/9/2021;1.3;22/9/2021;23/9/2021;67.53;3.8;6.3;TRUE;e-Stewards
AST000399;13/11/2020;6.7;22/11/2020;22/11/2020;31.51;2.8;8.8;TRUE;R2
AST000402;10/6/2024;1.4;13/6/2024;13/6/2024;31.62;1.9;9.5;TRUE;e-Stewards
AST000404;31/8/2024;1.7;5/9/2024;5/9/2024;44.64;2.3;10;TRUE;e-Stewards
AST000405;14/4/2022;4.2;15/4/2022;16/4/2022;116.64;11.7;9.6;FALSE;
AST000406;9/8/2021;2.1;14/8/2021;14/8/2021;146.92;13.7;8.7;TRUE;R2
AST000408;1/8/2022;4.7;4/8/2022;4/8/2022;32.7;3.9;8.7;TRUE;R2
AST000409;11/12/2021;3.8;13/12/2021;13/12/2021;46.37;7.2;6.6;TRUE;e-Stewards
AST000410;17/10/2021;2.6;20/10/2021;20/10/2021;53.61;5.7;6.2;FALSE;
AST000411;25/9/2022;3.2;26/9/2022;26/9/2022;29.14;1.9;9.5;TRUE;R2
AST000413;13/2/2020;3.1;19/2/2020;19/2/2020;41.41;3.4;8.5;TRUE;e-Stewards
AST000414;7/4/2021;6.3;10/4/2021;10/4/2021;32;1.3;8.1;TRUE;e-Stewards
AST000415;24/12/2023;2.7;27/12/2023;27/12/2023;54.01;4.3;8.9;TRUE;R2
AST000416;24/7/2022;6.5;25/7/2022;26/7/2022;295.53;11.3;7.6;TRUE;e-Stewards
AST000417;11/7/2024;3.6;13/7/2024;13/7/2024;18.78;1;10;TRUE;None
AST000419;17/12/2021;5;22/12/2021;22/12/2021;127.04;8.8;10;TRUE;ISO14001
AST000420;16/5/2023;1.9;27/5/2023;27/5/2023;26.61;1;10;TRUE;R2
AST000421;26/1/2022;8;27/1/2022;27/1/2022;49.9;3;8.4;TRUE;ISO14001
AST000422;16/2/2022;4.5;18/2/2022;18/2/2022;47.4;4.4;8.6;TRUE;R2
AST000424;13/8/2020;4.2;16/8/2020;17/8/2020;194.14;13.3;7.9;TRUE;R2
AST000425;16/2/2020;2.6;20/2/2020;20/2/2020;42.9;5.4;7.6;TRUE;e-Stewards
AST000426;1/9/2023;7.5;12/9/2023;12/9/2023;25.83;2.9;9.9;TRUE;R2
AST000427;6/11/2023;3.8;9/11/2023;9/11/2023;26.12;1;10;TRUE;None
AST000428;27/6/2023;1.3;29/6/2023;29/6/2023;180.52;11.9;9.5;TRUE;R2
AST000429;28/6/2024;2.4;30/6/2024;30/6/2024;35.04;1.5;10;TRUE;e-Stewards
AST000431;22/7/2023;3.6;24/7/2023;24/7/2023;90.29;7.5;9.6;TRUE;R2
AST000432;15/9/2023;2.8;17/9/2023;17/9/2023;197.63;7.7;10;TRUE;R2
AST000434;26/11/2021;1.6;28/11/2021;28/11/2021;70.05;3.5;6.4;FALSE;
AST000435;17/7/2020;1.3;24/7/2020;25/7/2020;20.47;1.2;10;TRUE;ISO14001
AST000436;28/10/2022;2.9;3/11/2022;3/11/2022;56.37;7.3;7.6;TRUE;None
AST000437;13/9/2023;6.2;14/9/2023;14/9/2023;30.91;1.8;10;TRUE;R2
AST000439;27/7/2024;1.5;2/8/2024;2/8/2024;37.98;2.3;10;TRUE;ISO14001
AST000440;7/10/2022;4;9/10/2022;9/10/2022;35.79;2.7;7.8;TRUE;None
AST000441;4/9/2022;5.9;6/9/2022;6/9/2022;33.89;2.3;9.1;TRUE;ISO14001
AST000442;12/7/2023;1.7;19/7/2023;19/7/2023;32.88;2.8;10;FALSE;
AST000443;17/8/2023;3.3;19/8/2023;19/8/2023;157.02;8.6;10;TRUE;R2
AST000444;9/9/2024;4.3;11/9/2024;11/9/2024;15.27;3.1;10;TRUE;e-Stewards
AST000445;16/5/2024;3.1;19/5/2024;19/5/2024;38.62;3.1;10;TRUE;R2
AST000446;26/11/2023;2.9;27/11/2023;27/11/2023;45.7;1.9;10;TRUE;R2
AST000447;4/12/2021;8;6/12/2021;7/12/2021;19.98;5.3;7.7;TRUE;e-Stewards
AST000448;29/8/2023;5.1;1/9/2023;1/9/2023;27.47;2.1;9.7;TRUE;R2
AST000451;3/2/2021;6.5;9/2/2021;10/2/2021;88.73;4;6.7;TRUE;None
AST000452;5/8/2020;2.6;8/8/2020;8/8/2020;32.39;4.1;5.8;TRUE;e-Stewards
AST000454;5/7/2020;7.1;8/7/2020;9/7/2020;51.1;5;6.8;TRUE;e-Stewards
AST000455;3/1/2023;3.7;4/1/2023;4/1/2023;29.86;2;10;TRUE;R2
AST000456;19/9/2024;7.4;26/9/2024;26/9/2024;46.86;2.4;10;TRUE;R2
AST000457;25/12/2020;2.2;31/12/2020;31/12/2020;17.58;3.2;9.8;TRUE;ISO14001
AST000458;25/10/2022;7;28/10/2022;28/10/2022;34.71;1;10;TRUE;e-Stewards
AST000459;14/11/2023;6;19/11/2023;19/11/2023;10.79;3.8;10;TRUE;e-Stewards
AST000460;14/6/2023;4.9;20/6/2023;20/6/2023;30.42;1.9;10;TRUE;R2
AST000461;19/7/2022;3.7;21/7/2022;22/7/2022;45.76;2.8;9.8;TRUE;ISO14001
AST000462;7/10/2022;5.5;13/10/2022;13/10/2022;44.03;4.4;8.2;TRUE;R2
AST000463;28/12/2020;2.6;30/12/2020;30/12/2020;42.95;1;7.6;TRUE;ISO14001
AST000464;5/9/2023;3.6;10/9/2023;10/9/2023;14.69;2.4;10;TRUE;R2
AST000466;5/9/2021;4.8;7/9/2021;7/9/2021;42.33;3.3;8.6;FALSE;
AST000467;20/6/2023;3.4;24/6/2023;24/6/2023;251.06;12.6;10;TRUE;e-Stewards
AST000469;24/9/2023;1.6;1/10/2023;1/10/2023;26.08;4;9.1;TRUE;None
AST000470;25/10/2022;4.3;28/10/2022;28/10/2022;46.77;4.4;9.3;TRUE;None
AST000471;13/11/2023;2.8;15/11/2023;15/11/2023;54.28;4.1;8.9;TRUE;None
AST000472;18/4/2021;5;27/4/2021;27/4/2021;35.87;3.9;7.5;TRUE;R2
AST000473;26/7/2023;3.9;29/7/2023;29/7/2023;31.02;1;10;TRUE;ISO14001
AST000474;2/6/2024;2.4;4/6/2024;4/6/2024;177.89;6.8;9.9;FALSE;
AST000475;22/9/2021;4;23/9/2021;23/9/2021;62.36;5;7.3;TRUE;R2
AST000476;15/3/2022;2.6;17/3/2022;17/3/2022;24.94;1.1;9.6;TRUE;R2
AST000477;27/4/2021;3.3;30/4/2021;30/4/2021;23.36;4.3;7.7;TRUE;ISO14001
AST000478;8/9/2022;7.5;10/9/2022;10/9/2022;254.2;19.2;6.5;FALSE;
AST000479;19/6/2024;2.9;29/6/2024;29/6/2024;36.53;2.3;9.1;TRUE;R2
AST000481;2/10/2021;4.1;4/10/2021;4/10/2021;17.98;2.5;9.5;TRUE;e-Stewards
AST000483;24/11/2023;3.8;26/11/2023;26/11/2023;74.15;8.2;10;FALSE;
AST000486;23/9/2023;6.1;27/9/2023;27/9/2023;41.4;1.5;10;FALSE;
AST000487;22/4/2020;4.9;25/4/2020;25/4/2020;31.51;5.6;6.1;FALSE;
AST000488;16/8/2024;6.2;18/8/2024;18/8/2024;39.54;2.2;9.7;TRUE;R2
AST000489;27/10/2021;5.7;28/10/2021;28/10/2021;24.9;2.2;7.6;TRUE;e-Stewards
AST000490;6/4/2022;5.1;11/4/2022;11/4/2022;54.12;1.8;9.2;TRUE;None
AST000491;29/8/2020;3.9;2/9/2020;2/9/2020;64.27;6.5;6;TRUE;R2
AST000492;15/12/2022;7;18/12/2022;18/12/2022;43.87;2.6;9.8;TRUE;None
AST000493;4/9/2020;3.1;5/9/2020;5/9/2020;47.64;3.4;7;FALSE;
AST000494;13/8/2022;3.8;14/8/2022;14/8/2022;30.3;1.1;8.8;TRUE;e-Stewards
AST000497;26/4/2024;3.4;27/4/2024;28/4/2024;154.46;16.5;8.1;TRUE;e-Stewards
AST000500;8/4/2024;6.7;11/4/2024;11/4/2024;32.15;4.2;9.7;TRUE;R2
AST000502;13/6/2023;5.6;19/6/2023;19/6/2023;41.45;2.5;9.4;TRUE;e-Stewards
AST000503;18/8/2020;5.6;19/8/2020;19/8/2020;21.29;5.1;7.2;FALSE;
AST000504;10/7/2022;7.1;13/7/2022;13/7/2022;193.94;9.3;10;TRUE;R2
AST000505;20/1/2023;2.1;23/1/2023;23/1/2023;24.96;3.3;9.2;FALSE;
AST000508;29/1/2020;4.4;1/2/2020;1/2/2020;88.9;4.1;7.8;TRUE;R2
AST000510;1/3/2021;3.3;14/3/2021;14/3/2021;33.76;3.7;7.1;TRUE;R2
AST000511;2/10/2020;4.6;7/10/2020;7/10/2020;62.25;5.7;8.2;TRUE;ISO14001
AST000512;4/5/2021;2.6;14/5/2021;14/5/2021;28.84;1;8.7;TRUE;R2
AST000513;8/6/2023;2.1;11/6/2023;11/6/2023;25.72;2.4;9.3;TRUE;e-Stewards
AST000514;19/5/2021;2;26/5/2021;26/5/2021;73.6;7.1;9.5;TRUE;e-Stewards
AST000515;14/8/2023;5.9;20/8/2023;20/8/2023;17;2.9;8.7;TRUE;R2
AST000516;13/1/2024;5.2;15/1/2024;15/1/2024;36.03;2.1;10;TRUE;e-Stewards
AST000517;28/9/2023;2.2;3/10/2023;4/10/2023;24.43;1;10;TRUE;R2
AST000518;14/9/2023;1.5;17/9/2023;17/9/2023;16.18;1;10;TRUE;R2
AST000519;7/3/2020;2;10/3/2020;10/3/2020;43.16;1.2;7.5;TRUE;R2
AST000520;26/12/2023;5.1;29/12/2023;29/12/2023;49.87;3.8;9.8;TRUE;R2
AST000523;21/8/2020;1.5;28/8/2020;29/8/2020;40.51;7.8;6.5;TRUE;R2
AST000524;28/2/2021;5.2;3/3/2021;3/3/2021;56.8;3.6;5.5;FALSE;
AST000525;29/7/2023;7.2;7/8/2023;8/8/2023;156.56;9.4;9.9;TRUE;e-Stewards
AST000526;26/8/2021;8;29/8/2021;30/8/2021;31.09;4.5;8.2;TRUE;e-Stewards
AST000527;16/7/2023;1.7;23/7/2023;23/7/2023;177.75;14.1;9.3;TRUE;e-Stewards
AST000528;5/9/2020;4.5;9/9/2020;9/9/2020;57.45;3.8;8.6;FALSE;
AST000530;30/11/2023;7.8;3/12/2023;3/12/2023;28.68;1.8;10;TRUE;ISO14001
AST000531;28/7/2020;1.6;2/8/2020;2/8/2020;45.61;5.4;8.2;TRUE;R2
AST000532;14/6/2022;2.8;17/6/2022;17/6/2022;23.22;2.7;7.2;TRUE;e-Stewards
AST000533;9/7/2024;5.5;14/7/2024;14/7/2024;8.69;1;10;TRUE;ISO14001
AST000534;17/10/2022;1.9;19/10/2022;19/10/2022;25.58;2.1;9.9;FALSE;
AST000535;8/9/2023;3.4;18/9/2023;18/9/2023;31.32;3;8.9;TRUE;R2
AST000536;17/9/2021;6.9;23/9/2021;23/9/2021;113.17;5.6;10;TRUE;None
AST000537;26/12/2020;2;28/12/2020;28/12/2020;46.84;5.4;6.6;TRUE;e-Stewards
AST000538;12/6/2020;2.5;15/6/2020;15/6/2020;38.23;2.4;7.1;TRUE;R2
AST000540;16/2/2024;4.4;19/2/2024;19/2/2024;48.51;1.7;10;TRUE;R2
AST000542;13/5/2022;6.5;17/5/2022;17/5/2022;51.61;2.7;8.6;TRUE;e-Stewards
AST000544;6/6/2024;4.2;8/6/2024;8/6/2024;18.33;2.6;10;TRUE;R2
AST000546;15/2/2024;2.2;18/2/2024;18/2/2024;18.02;1.3;10;TRUE;R2
AST000547;17/4/2020;1.3;18/4/2020;18/4/2020;98.25;5.6;6.6;TRUE;R2
AST000548;17/7/2023;5.5;19/7/2023;19/7/2023;63.79;2.7;8.7;TRUE;R2
AST000549;14/10/2022;3.4;18/10/2022;18/10/2022;15.76;3.1;10;FALSE;
AST000550;2/11/2023;6.9;4/11/2023;4/11/2023;16.91;1;10;TRUE;R2
AST000551;24/5/2022;8;26/5/2022;26/5/2022;62.83;4.2;8.5;TRUE;e-Stewards
AST000552;25/6/2023;2.9;26/6/2023;26/6/2023;15.79;3.2;8.2;FALSE;
AST000553;23/4/2022;8;2/5/2022;2/5/2022;23.79;1.2;10;TRUE;R2
AST000555;30/4/2022;2.5;5/5/2022;5/5/2022;20.25;2;10;TRUE;R2
AST000556;31/12/2022;3.6;4/1/2023;4/1/2023;37.62;2.7;9.8;TRUE;R2
AST000557;26/10/2023;2.3;3/11/2023;4/11/2023;44.6;1.7;10;TRUE;e-Stewards
AST000558;14/4/2021;3;18/4/2021;18/4/2021;25.61;4;9.4;FALSE;
AST000560;31/7/2024;3;1/8/2024;1/8/2024;22.53;1;10;FALSE;
AST000562;7/4/2020;3.1;10/4/2020;10/4/2020;78.31;6.8;6.6;TRUE;e-Stewards
AST000563;30/8/2023;2.9;2/9/2023;2/9/2023;65.73;3.7;9.1;TRUE;R2
AST000564;15/8/2022;5;17/8/2022;17/8/2022;21.57;6;7.9;TRUE;e-Stewards
AST000566;4/3/2023;2.3;13/3/2023;13/3/2023;36.73;3.3;10;TRUE;e-Stewards
AST000567;23/6/2023;1.9;26/6/2023;26/6/2023;39.99;3.7;10;TRUE;e-Stewards
AST000568;22/12/2021;3.5;24/12/2021;24/12/2021;38.35;6.7;7.2;TRUE;None
AST000569;22/6/2022;5.8;25/6/2022;26/6/2022;50.58;2.8;8.3;TRUE;R2
AST000570;27/12/2020;4.6;28/12/2020;28/12/2020;55.28;1.4;8.5;FALSE;
AST000571;21/7/2022;4.4;25/7/2022;25/7/2022;52.6;2.7;9.6;FALSE;
AST000572;29/7/2021;3.3;30/7/2021;30/7/2021;84.75;8.2;6.4;TRUE;ISO14001
AST000573;13/10/2021;5.4;17/10/2021;18/10/2021;21.89;3.2;7.8;TRUE;R2
AST000574;16/9/2023;3.4;18/9/2023;18/9/2023;29.05;3.3;10;TRUE;e-Stewards
AST000575;27/8/2021;1.4;7/9/2021;7/9/2021;45.08;3.6;7.4;TRUE;R2
AST000576;10/12/2021;6.6;15/12/2021;15/12/2021;80.36;4.6;7.5;TRUE;None
AST000577;11/3/2021;7.6;12/3/2021;13/3/2021;237.98;12.2;8.9;TRUE;R2
AST000578;3/9/2024;2.8;4/9/2024;4/9/2024;27.37;1;10;TRUE;ISO14001
AST000579;14/6/2022;3.4;17/6/2022;17/6/2022;48.41;5.4;7.1;TRUE;e-Stewards
AST000581;29/10/2021;3.9;4/11/2021;4/11/2021;28.83;3.7;10;TRUE;e-Stewards
AST000582;10/9/2021;1.1;18/9/2021;18/9/2021;62.54;4.9;5.2;TRUE;ISO14001
AST000583;16/1/2024;4.1;17/1/2024;17/1/2024;37.91;1.6;10;TRUE;ISO14001
AST000584;5/6/2022;4.3;7/6/2022;7/6/2022;68.96;7.9;10;TRUE;R2
AST000586;9/8/2023;4.6;18/8/2023;18/8/2023;52.51;3.2;7.9;TRUE;R2
AST000587;28/4/2022;5.5;29/4/2022;29/4/2022;34.04;2.1;10;TRUE;e-Stewards
AST000588;23/9/2020;2.5;24/9/2020;25/9/2020;284.6;10.7;8.7;TRUE;R2
AST000589;10/6/2020;1.3;14/6/2020;14/6/2020;69.59;5.2;6.7;TRUE;e-Stewards
AST000590;7/9/2021;2.2;10/9/2021;10/9/2021;29.25;1.5;6.6;TRUE;None
AST000591;2/8/2023;4.6;4/8/2023;5/8/2023;161.16;8.2;9.7;TRUE;R2
AST000592;7/2/2023;4.3;13/2/2023;13/2/2023;79.73;4.4;8.7;TRUE;R2
AST000595;7/7/2021;1.9;10/7/2021;10/7/2021;93.43;8;5.7;TRUE;ISO14001
AST000596;16/11/2022;2.3;18/11/2022;18/11/2022;21.99;2.8;8.3;TRUE;R2
AST000597;24/9/2020;3.2;28/9/2020;29/9/2020;35.41;7.2;5.3;TRUE;ISO14001
AST000598;20/8/2023;4;21/8/2023;22/8/2023;11.7;2.1;9.5;TRUE;e-Stewards
AST000599;4/1/2022;1.9;5/1/2022;6/1/2022;57.6;3.1;7.7;TRUE;ISO14001
AST000600;28/6/2020;1.4;4/7/2020;5/7/2020;86.66;5.7;6.4;TRUE;None
AST000601;27/6/2022;4.6;29/6/2022;29/6/2022;122.44;10.1;10;TRUE;R2
AST000603;6/1/2021;5.2;9/1/2021;9/1/2021;45.36;3.6;7.3;TRUE;e-Stewards
AST000604;15/10/2023;8;18/10/2023;18/10/2023;91.9;5.7;10;TRUE;e-Stewards
AST000605;25/9/2023;5.5;28/9/2023;28/9/2023;18.28;1.1;9.3;TRUE;ISO14001
AST000606;25/7/2024;1.7;8/8/2024;8/8/2024;41.05;3.6;10;TRUE;ISO14001
AST000607;24/10/2021;6.2;25/10/2021;25/10/2021;34.76;3.6;7.2;TRUE;e-Stewards
AST000609;14/11/2020;2.3;17/11/2020;17/11/2020;52.31;5.5;6.8;TRUE;e-Stewards
AST000610;28/5/2022;4.9;30/5/2022;30/5/2022;32.5;3.3;8.3;TRUE;R2
AST000611;2/11/2021;5.1;4/11/2021;4/11/2021;284.52;16;7.7;TRUE;R2
AST000612;16/8/2020;1.3;18/8/2020;19/8/2020;175.92;14.6;7.7;TRUE;e-Stewards
AST000613;11/2/2021;3.8;13/2/2021;13/2/2021;32.57;4.7;7.4;TRUE;None
AST000614;16/9/2024;2.5;18/9/2024;18/9/2024;38.14;3.7;9.9;TRUE;None
AST000615;24/7/2024;2.8;27/7/2024;27/7/2024;7.99;1.3;10;TRUE;R2
AST000616;9/7/2023;8;12/7/2023;12/7/2023;84.95;5.3;8.2;TRUE;R2
AST000617;7/7/2022;2.1;9/7/2022;9/7/2022;35.05;3.8;9.6;TRUE;R2
AST000618;12/10/2022;3.1;17/10/2022;17/10/2022;84.32;8.8;10;TRUE;R2
AST000619;13/3/2020;4;15/3/2020;15/3/2020;45.76;3.8;8.4;TRUE;R2
AST000620;14/7/2023;2.4;16/7/2023;16/7/2023;42.86;3.6;9.5;TRUE;None
AST000621;24/6/2020;3.4;29/6/2020;29/6/2020;67.36;3.1;7.9;FALSE;
AST000622;17/9/2023;1.8;19/9/2023;19/9/2023;14.8;2.7;10;TRUE;ISO14001
AST000623;28/6/2021;8;4/7/2021;4/7/2021;84.41;3.5;7.4;TRUE;None
AST000624;17/3/2021;8;21/3/2021;21/3/2021;84.55;3.9;7.3;FALSE;
AST000627;28/1/2022;2.3;31/1/2022;31/1/2022;12.67;1;10;TRUE;ISO14001
AST000628;3/10/2024;1.8;9/10/2024;9/10/2024;14.73;1.8;10;TRUE;None
AST000629;21/3/2024;4;26/3/2024;26/3/2024;38.64;1;10;TRUE;e-Stewards
AST000631;2/10/2022;3.7;4/10/2022;4/10/2022;30.65;1;10;TRUE;R2
AST000632;18/3/2023;5;28/3/2023;28/3/2023;41.28;4.7;7.7;TRUE;R2
AST000633;18/6/2020;8;19/6/2020;19/6/2020;29.06;2.7;6.7;TRUE;e-Stewards
AST000634;9/7/2020;2.3;12/7/2020;12/7/2020;182.19;13.9;5.9;TRUE;R2
AST000635;16/5/2022;2.3;21/5/2022;21/5/2022;66.8;4.2;7.3;FALSE;
AST000637;10/3/2023;1.8;12/3/2023;13/3/2023;30.14;2.6;8.6;FALSE;
AST000638;1/3/2023;5.6;5/3/2023;5/3/2023;19.34;3.9;10;FALSE;
AST000639;5/9/2020;4.9;8/9/2020;8/9/2020;18.57;2;8.6;TRUE;e-Stewards
AST000640;7/9/2022;1.5;17/9/2022;17/9/2022;36.96;2.6;8.3;TRUE;e-Stewards
AST000641;29/7/2023;1.9;31/7/2023;31/7/2023;65.81;5.4;10;TRUE;None
AST000642;9/6/2023;6.9;12/6/2023;12/6/2023;23.35;1.5;8.7;TRUE;R2
AST000643;11/3/2021;2;18/3/2021;19/3/2021;65.17;3.6;8.3;TRUE;ISO14001
AST000645;14/9/2023;3;20/9/2023;20/9/2023;26.87;1.6;10;TRUE;ISO14001
AST000646;20/1/2022;3.7;28/1/2022;28/1/2022;75.29;4;7.5;FALSE;
AST000647;24/2/2021;2.1;2/3/2021;2/3/2021;75.52;6.3;6.8;FALSE;
AST000648;16/2/2020;3.5;17/2/2020;17/2/2020;25.61;2;7.3;FALSE;
AST000651;3/8/2021;3.4;7/8/2021;7/8/2021;20.27;3;9.6;TRUE;R2
AST000652;22/7/2022;2.7;24/7/2022;24/7/2022;30.68;2.2;7.3;TRUE;e-Stewards
AST000653;2/7/2023;2.7;16/7/2023;16/7/2023;22.6;3.1;9.2;FALSE;
AST000654;11/5/2021;6.3;15/5/2021;15/5/2021;69.45;3.1;7.1;TRUE;R2
AST000656;12/3/2022;5.8;17/3/2022;17/3/2022;153.02;13;9;FALSE;
AST000657;21/4/2024;6.2;29/4/2024;29/4/2024;69.5;4.1;8.8;FALSE;
AST000658;27/8/2024;7.8;29/8/2024;29/8/2024;50.72;2.7;10;TRUE;R2
AST000659;27/4/2020;3.2;29/4/2020;30/4/2020;75.86;3.4;7.4;FALSE;
AST000660;15/1/2022;4.8;29/1/2022;29/1/2022;39.62;4.3;8.9;TRUE;None
AST000661;17/11/2023;8;19/11/2023;19/11/2023;29.02;2.9;10;TRUE;ISO14001
AST000662;28/8/2024;6.6;3/9/2024;3/9/2024;22.87;1;10;TRUE;e-Stewards
AST000663;12/7/2021;2.8;13/7/2021;14/7/2021;298.11;12.3;8.4;TRUE;R2
AST000664;3/11/2023;8;9/11/2023;9/11/2023;41.84;1;10;TRUE;R2
AST000665;11/6/2023;8;13/6/2023;13/6/2023;71.21;5;9.3;TRUE;e-Stewards
AST000667;3/6/2022;4.3;8/6/2022;8/6/2022;36;2.4;9.7;TRUE;R2
AST000670;26/9/2024;5.6;4/10/2024;4/10/2024;29.5;1.4;10;TRUE;e-Stewards
AST000671;19/7/2021;1.9;21/7/2021;22/7/2021;69.05;3.7;8.2;TRUE;R2
AST000672;15/1/2022;3.8;21/1/2022;21/1/2022;47.25;3.3;9.6;TRUE;e-Stewards
AST000674;15/3/2024;7.1;18/3/2024;18/3/2024;91.93;12.2;10;TRUE;ISO14001
AST000675;8/3/2022;6.5;12/3/2022;12/3/2022;32.97;5.9;8.1;TRUE;None
AST000676;28/6/2022;8;30/6/2022;30/6/2022;135.57;10.6;9.1;FALSE;
AST000677;22/6/2024;1.7;30/6/2024;30/6/2024;31.8;2.7;10;TRUE;e-Stewards
AST000678;19/7/2021;7;21/7/2021;21/7/2021;52.87;2.9;6.7;FALSE;
AST000679;13/2/2021;6.4;15/2/2021;15/2/2021;37.89;6.2;5.9;TRUE;ISO14001
AST000680;13/12/2021;2.8;27/12/2021;27/12/2021;57.21;2.9;7.9;TRUE;ISO14001
AST000681;10/8/2022;5.9;11/8/2022;12/8/2022;31.5;2.8;9;TRUE;e-Stewards
AST000682;21/9/2024;5.4;22/9/2024;22/9/2024;30.35;1;10;TRUE;e-Stewards
AST000683;13/1/2020;2.1;21/1/2020;21/1/2020;14.89;2.6;7.3;FALSE;
AST000684;21/11/2023;3.6;22/11/2023;23/11/2023;65.05;10.5;10;TRUE;R2
AST000685;24/6/2023;3.1;25/6/2023;26/6/2023;26.08;1.1;9.1;FALSE;
AST000686;24/3/2021;5;25/3/2021;26/3/2021;73.83;12;9.9;TRUE;ISO14001
AST000687;21/10/2020;5.3;27/10/2020;27/10/2020;57.86;1.3;6;FALSE;
AST000689;14/9/2023;4.8;20/9/2023;20/9/2023;40.62;3.1;10;FALSE;
AST000690;23/3/2023;2.6;25/3/2023;25/3/2023;61.8;2.5;8.9;TRUE;e-Stewards
AST000692;8/2/2023;2.3;14/2/2023;14/2/2023;63.93;10.1;9.7;TRUE;e-Stewards
AST000693;8/8/2023;4.8;10/8/2023;10/8/2023;26.37;4.1;8.8;TRUE;R2
AST000694;26/5/2023;3.2;2/6/2023;2/6/2023;48.6;2.8;10;TRUE;R2
AST000695;12/9/2023;2.4;14/9/2023;15/9/2023;255.13;10.4;9.3;TRUE;e-Stewards
AST000697;11/9/2020;4.5;14/9/2020;14/9/2020;43.51;3.8;7.4;TRUE;e-Stewards
AST000698;26/5/2023;4.8;29/5/2023;29/5/2023;51.39;1.4;10;TRUE;ISO14001
AST000702;16/6/2022;3.7;19/6/2022;19/6/2022;133.56;10.5;9.2;TRUE;ISO14001
AST000703;22/9/2023;7.3;24/9/2023;25/9/2023;80.53;10.2;9.1;FALSE;
AST000704;25/10/2021;4;29/10/2021;29/10/2021;172.22;7.5;10;TRUE;R2
AST000705;27/7/2020;1.6;29/7/2020;29/7/2020;51.44;2.6;7.5;TRUE;e-Stewards
AST000706;11/11/2022;5.4;13/11/2022;14/11/2022;122.8;15.2;9;FALSE;
AST000707;14/1/2021;8;16/1/2021;16/1/2021;65.29;5.1;8.7;TRUE;ISO14001
