asset_id;device_type;brand;model;acquisition_date;condition_score;original_price;age_months;refurb_potential;carbon_footprint_kg
AST000283;Desktop;Dell;Dell Elite4262;25/12/2020;7.3;727.05;48.2;High;265.2
AST000284;Laptop;Other;Other Elite1400;23/9/2021;6.5;834.77;39.3;Medium;308.1
AST000285;Desktop;Dell;Dell Pro5011;17/3/2020;4.3;685.97;57.5;Medium;239.9
AST000286;Laptop;Apple;Apple Inspiron2193;8/1/2024;8.7;1340.57;11.8;High;289.8
AST000287;Laptop;Other;Other Inspiron7790;17/8/2022;7.1;769.23;28.5;High;317.3
AST000288;Desktop;Apple;Apple Pavilion4185;12/4/2021;5.3;679.65;44.6;Medium;229.7
AST000289;Tablet;Apple;Apple Pavilion7291;1/10/2024;8.5;545.32;3;High;139.9
AST000290;Laptop;Samsung;Samsung Inspiron7547;19/6/2023;8.4;780.42;18.4;High;300.7
AST000291;Laptop;HP;HP Elite3417;2/6/2023;8.2;1144.84;19;High;286.1
AST000292;Desktop;ASUS;ASUS Pavilion1090;6/1/2020;4.3;490.96;59.8;Medium;232
AST000293;Laptop;Other;Other 2746;8/5/2022;4.8;839.28;31.8;Medium;305.5
AST000294;Desktop;ASUS;ASUS 7965;20/1/2023;7;551.46;23.4;Medium;241.9
AST000295;Monitor;Lenovo;Lenovo Elite3881;9/7/2021;7.2;323.47;41.8;High;184.6
AST000296;Laptop;Lenovo;Lenovo 9486;11/10/2022;7.6;693.61;26.7;High;297
AST000297;Tablet;Dell;Dell Inspiron1822;8/6/2023;8.2;500.3;18.8;High;144.3
AST000298;Monitor;Samsung;Samsung Latitude5082;27/10/2020;8.1;240.25;50.1;High;208.7
AST000299;Monitor;Dell;Dell 2988;4/10/2021;7.3;322.1;38.9;High;184.8
AST000300;Desktop;Apple;Apple Inspiron3184;15/2/2020;3.9;857.95;58.5;Low;245.6
AST000301;Desktop;Lenovo;Lenovo 8612;14/11/2022;9;664.64;25.6;High;268.7
AST000302;Server;Dell;Dell Pavilion9702;16/11/2020;7.5;3948.47;49.5;High;1276.8
AST000303;Server;Lenovo;Lenovo Latitude6198;15/6/2020;5;3275.01;54.5;Medium;1236.5
AST000304;Monitor;Apple;Apple 8251;23/6/2023;9.9;432.33;18.3;High;214.5
AST000305;Desktop;Dell;Dell Latitude9270;12/6/2022;7.8;648.91;30.7;High;254.1
AST000306;Laptop;Lenovo;Lenovo Inspiron9976;7/8/2023;9.4;876.07;16.8;High;279.9
AST000307;Desktop;Dell;Dell Inspiron3607;19/9/2024;9.8;779.68;3.4;High;242
AST000308;Laptop;HP;HP Pavilion8777;5/5/2023;8.2;971.13;19.9;High;320.5
AST000309;Desktop;Lenovo;Lenovo Inspiron5246;18/2/2021;6.4;619.35;46.4;Medium;273.2
AST000310;Laptop;Dell;Dell 5050;10/1/2022;7;893.78;35.7;High;288.8
AST000311;Laptop;Lenovo;Lenovo 5543;5/3/2023;8.1;1007.48;21.9;High;306.2
AST000312;Monitor;Other;Other 9540;20/5/2024;9.9;272.96;7.4;High;218.8
AST000313;Server;Other;Other Inspiron4919;13/6/2022;8.9;3104.24;30.6;High;1152.6
AST000314;Laptop;Dell;Dell ThinkPad8206;12/1/2021;6.5;810.34;47.6;Medium;319.8
AST000315;Desktop;Dell;Dell Pro5681;13/7/2024;9.4;710.16;5.6;High;274.7
AST000316;Monitor;Lenovo;Lenovo Elite5451;5/7/2023;10;357.19;17.9;High;185.9
AST000317;Monitor;Apple;Apple ThinkPad6238;27/11/2020;7.9;395.21;49.1;High;214.8
AST000318;Laptop;Acer;Acer Latitude2320;20/3/2023;8.7;860.41;21.4;High;272.1
AST000319;Tablet;Samsung;Samsung Elite3471;20/7/2020;4.3;380.05;53.4;Medium;143.6
AST000320;Laptop;Apple;Apple Elite7275;25/6/2022;8.5;1041.67;30.2;High;313.5
AST000321;Monitor;HP;HP Pavilion3503;15/6/2023;9.7;316.6;18.6;High;184.4
AST000322;Monitor;HP;HP Pavilion4505;19/10/2024;10;341.79;2.4;High;190.2
AST000323;Laptop;Other;Other Pro7797;18/4/2023;10;949.68;20.5;High;311.6
AST000324;Laptop;HP;HP Inspiron6421;24/5/2023;8.2;1048.62;19.3;High;301.7
AST000325;Server;Other;Other Latitude8633;8/4/2024;10;3683.2;8.8;High;1114.3
AST000326;Server;Apple;Apple Inspiron2020;4/8/2023;9.6;4591.14;16.9;High;1105.1
AST000327;Laptop;Apple;Apple Elite7883;6/5/2023;8.8;1193.49;19.9;High;304.6
AST000328;Server;Dell;Dell Inspiron1320;2/2/2024;7.5;3070.43;10.9;High;1200.1
AST000329;Server;Apple;Apple 7232;13/1/2020;5.6;4466.91;59.6;Medium;1176.3
AST000330;Laptop;Dell;Dell Inspiron1096;7/4/2020;5.9;871.71;56.8;Medium;283.6
AST000331;Desktop;Other;Other ThinkPad5892;25/8/2022;7.4;691.91;28.2;High;268.3
AST000332;Desktop;Acer;Acer 7389;18/7/2023;9.4;586.49;17.5;High;260.7
AST000333;Monitor;Acer;Acer 7865;13/7/2022;8.8;305.46;29.6;High;186.3
AST000334;Monitor;Acer;Acer Latitude9947;17/9/2021;8.5;286.45;39.5;High;180
AST000335;Desktop;Dell;Dell 4613;23/4/2023;7.7;673.47;20.3;High;272
AST000336;Laptop;Samsung;Samsung Inspiron4595;9/10/2020;8.2;909.67;50.7;Medium;288.8
AST000337;Server;ASUS;ASUS ThinkPad8140;16/6/2024;9.8;2843.93;6.5;High;1090.2
AST000338;Desktop;Samsung;Samsung Inspiron1475;15/10/2023;9.5;566.87;14.6;High;260.7
AST000339;Server;Other;Other Inspiron6507;15/9/2024;10;4031.28;3.5;High;1105.2
AST000340;Desktop;HP;HP Pavilion7624;16/10/2022;7.8;618.13;26.5;High;243.4
AST000341;Laptop;Dell;Dell Pavilion3704;13/9/2022;9.3;884.73;27.6;High;322.2
AST000342;Server;Lenovo;Lenovo 8657;13/9/2023;8.5;3002.25;15.6;High;1112.8
AST000343;Server;Apple;Apple Elite9751;21/5/2023;8.6;4385.63;19.4;High;1100.5
AST000344;Laptop;Apple;Apple Pro7455;21/10/2023;10;1028.22;14.4;High;320.1
AST000345;Laptop;HP;HP Latitude1444;4/5/2020;4.5;1022.94;55.9;Medium;286
AST000346;Server;ASUS;ASUS Pro8022;1/1/2022;9.2;2940.69;36;High;1265.8
AST000347;Server;Lenovo;Lenovo Elite8564;21/12/2020;7.1;2841.28;48.3;High;1123.6
AST000348;Desktop;HP;HP Elite1823;7/5/2023;8;675.69;19.8;High;243.6
AST000349;Laptop;HP;HP ThinkPad7211;15/8/2024;10;1115.61;4.5;High;306.4
AST000350;Laptop;Dell;Dell ThinkPad4467;9/3/2024;10;1158.03;9.8;High;306.2
AST000351;Desktop;Dell;Dell Inspiron6355;8/8/2022;8.1;829.1;28.8;High;228.8
AST000352;Laptop;Dell;Dell ThinkPad7211;26/3/2020;5.5;1002.21;57.2;Medium;288.9
AST000353;Laptop;Other;Other ThinkPad7906;28/7/2024;10;1056.35;5.1;High;290.2
AST000354;Server;Lenovo;Lenovo ThinkPad2341;26/2/2023;9.3;2808.67;22.1;High;1081.9
AST000355;Desktop;HP;HP Inspiron1317;27/3/2024;8.7;871.98;9.2;High;273.1
AST000356;Desktop;Samsung;Samsung Pavilion9837;14/9/2022;9.4;618.91;27.6;High;227.2
AST000357;Laptop;HP;HP Pro6733;1/4/2020;2.9;936.01;57;Low;276.5
AST000358;Desktop;Lenovo;Lenovo Elite2124;25/6/2024;10;596.5;6.2;High;247.9
AST000359;Tablet;Dell;Dell 1659;6/4/2020;4.2;511.79;56.8;Low;163.3
AST000360;Tablet;Lenovo;Lenovo 1508;13/12/2023;8;497.78;12.6;High;158.2
AST000361;Laptop;Dell;Dell Elite4266;20/6/2023;10;958.78;18.4;High;270.7
AST000362;Laptop;HP;HP 1333;11/11/2021;7.2;741.82;37.6;High;318.5
AST000363;Laptop;Lenovo;Lenovo Latitude3496;27/10/2021;6.8;877.54;38.1;Medium;277.1
AST000364;Laptop;HP;HP Elite3068;25/11/2024;9.4;1088.5;1.2;High;292.3
AST000365;Laptop;Apple;Apple Inspiron2874;27/11/2024;10;1394.24;1.1;High;293.2
AST000366;Desktop;HP;HP Latitude4571;26/10/2024;8.4;862.86;2.2;High;230.1
AST000367;Desktop;Dell;Dell Inspiron5198;17/1/2020;6.5;587.37;59.5;Medium;246.6
AST000368;Server;Lenovo;Lenovo 7043;19/6/2021;6.8;2821.17;42.4;Medium;1164.7
AST000369;Monitor;Samsung;Samsung Elite2876;4/11/2022;7.3;286.88;25.9;High;191.8
AST000370;Desktop;Dell;Dell 3683;26/8/2022;8.3;822.95;28.2;High;250.3
AST000371;Desktop;Acer;Acer ThinkPad2771;2/10/2021;6.7;698.29;39;Medium;250.8
AST000372;Desktop;Dell;Dell Latitude1420;21/5/2024;10;817.72;7.4;High;225
AST000373;Desktop;Lenovo;Lenovo ThinkPad7149;7/1/2024;10;551.55;11.8;High;234.6
AST000374;Laptop;Apple;Apple Inspiron4249;13/8/2022;7.5;1068.28;28.6;High;288.2
AST000375;Laptop;Apple;Apple Pro4978;16/10/2021;8.3;1140.19;38.5;High;274.7
AST000376;Desktop;Apple;Apple Pro5941;9/3/2023;6.8;771.59;21.8;Medium;256.4
AST000377;Desktop;HP;HP 2983;27/12/2023;8.8;723.39;12.2;High;250.4
AST000378;Laptop;Samsung;Samsung 1672;7/10/2023;9;858.65;14.8;High;325.3
AST000379;Server;Apple;Apple ThinkPad9728;27/10/2021;8.5;3466.39;38.1;High;1108.5
AST000380;Server;Apple;Apple Inspiron7071;17/6/2022;7.2;3936.42;30.5;High;1119.1
AST000381;Server;Apple;Apple Pro9289;20/6/2020;7.2;4080.82;54.4;High;1282.4
AST000382;Laptop;Lenovo;Lenovo Pavilion6590;1/7/2023;8.2;1034.9;18;High;273.1
AST000383;Desktop;Apple;Apple Pro7882;3/10/2021;7.6;860.33;38.9;High;256.3
AST000384;Laptop;Acer;Acer 9031;14/7/2020;5.8;839.96;53.6;Medium;304.3
AST000385;Monitor;ASUS;ASUS Pro8102;28/1/2023;7.7;315.44;23.1;High;217.4
AST000386;Desktop;ASUS;ASUS ThinkPad8532;1/8/2021;6.8;565.04;41;Medium;246.6
AST000387;Server;HP;HP Pavilion3506;4/1/2022;7.4;3891.17;35.9;High;1268.5
AST000388;Desktop;Other;Other Inspiron3885;9/5/2024;9.8;801.12;7.8;High;228.4
AST000389;Desktop;Dell;Dell Pavilion9548;9/12/2020;7.6;639.6;48.7;High;242.3
AST000390;Laptop;HP;HP Pavilion5425;16/4/2022;8.3;981.57;32.5;High;303
AST000391;Server;Dell;Dell Latitude9817;15/7/2021;7.6;2844.37;41.6;High;1223.8
AST000392;Desktop;Lenovo;Lenovo 8921;3/4/2020;6.4;569.58;56.9;Medium;253.2
AST000393;Desktop;Apple;Apple Inspiron8136;27/7/2022;9.1;974.54;29.2;High;230.3
AST000394;Laptop;Samsung;Samsung 5397;27/9/2024;10;993.59;3.1;High;307.5
AST000395;Laptop;Dell;Dell ThinkPad5022;7/8/2022;7.3;1103.53;28.8;High;293.9
AST000396;Monitor;Dell;Dell 2419;17/8/2024;8.2;369.31;4.5;High;209.7
AST000397;Laptop;ASUS;ASUS ThinkPad8385;15/2/2023;7.7;949.94;22.5;High;270.5
AST000398;Desktop;Lenovo;Lenovo Elite8613;20/8/2021;5.7;544.83;40.4;Medium;257.7
AST000399;Monitor;Dell;Dell Latitude7209;1/11/2020;6.9;296.68;50;Medium;182.5
AST000400;Desktop;Apple;Apple ThinkPad1470;18/8/2023;8;806.74;16.5;High;241.7
AST000401;Monitor;HP;HP Inspiron6325;24/7/2021;8.5;372.92;41.3;High;209.5
AST000402;Desktop;Dell;Dell Elite8988;6/6/2024;8.3;827.82;6.8;High;241.7
AST000403;Monitor;Samsung;Samsung Elite6813;27/10/2020;9.8;269.81;50.1;High;208.2
AST000404;Desktop;HP;HP 5232;28/8/2024;9;715.37;4.1;High;250
AST000405;Server;Lenovo;Lenovo ThinkPad5581;7/4/2022;8.2;3723.28;32.8;High;1105.3
AST000406;Server;HP;HP Latitude5526;6/8/2021;7;2871.31;40.8;High;1203.9
AST000407;Server;Samsung;Samsung Latitude1166;15/9/2023;8.4;2994.26;15.5;High;1154.4
AST000408;Laptop;Lenovo;Lenovo Latitude4130;26/7/2022;7.9;959.45;29.2;High;317.4
AST000409;Laptop;Samsung;Samsung Pro4954;10/12/2021;5.5;735.6;36.7;Medium;289.1
AST000410;Tablet;Dell;Dell Pavilion7658;9/10/2021;4.9;518.25;38.7;Medium;155.3
AST000411;Monitor;ASUS;ASUS Inspiron4937;22/9/2022;8.3;306.69;27.3;High;208.9
AST000412;Laptop;Lenovo;Lenovo Pavilion8800;21/6/2023;6.6;948.3;18.4;Medium;313.9
AST000413;Desktop;Dell;Dell Pavilion9041;11/2/2020;6.7;560.07;58.6;Medium;256.7
AST000414;Desktop;Dell;Dell Inspiron1282;7/4/2021;7.4;559.54;44.8;High;244.6
AST000415;Laptop;Dell;Dell Pro5820;9/12/2023;7.4;974.89;12.7;High;311.8
AST000416;Server;Dell;Dell Elite7625;22/7/2022;6.5;3603.51;29.3;Medium;1085.3
AST000417;Tablet;Apple;Apple Pavilion4986;7/7/2024;9.8;513.97;5.8;High;146.8
AST000418;Monitor;Dell;Dell ThinkPad7046;17/7/2022;7.8;365.38;29.5;High;214.3
AST000419;Server;HP;HP Inspiron9698;26/11/2021;8.2;3855.99;37.2;High;1277.1
AST000420;Monitor;Lenovo;Lenovo ThinkPad7971;14/5/2023;10;328.38;19.6;High;212.8
AST000421;Desktop;Lenovo;Lenovo Pavilion6419;25/1/2022;7.4;646.62;35.2;High;273.4
AST000422;Laptop;Lenovo;Lenovo ThinkPad8434;13/2/2022;8.1;1013.94;34.6;High;283.9
AST000423;Tablet;Dell;Dell ThinkPad6023;14/6/2020;3.3;417.05;54.6;Low;148.9
AST000424;Server;Apple;Apple ThinkPad4777;11/8/2020;6.9;4416.93;52.7;Medium;1282.2
AST000425;Laptop;Lenovo;Lenovo Pro4155;16/2/2020;6.5;880.56;58.5;Medium;318.2
AST000426;Desktop;Dell;Dell ThinkPad2958;27/8/2023;9.3;624.4;16.2;High;234.7
AST000427;Monitor;Apple;Apple Pavilion9779;3/11/2023;10;485.05;13.9;High;201.7
AST000428;Server;HP;HP 4033;16/6/2023;8.6;3168.6;18.5;High;1155.3
AST000429;Laptop;Dell;Dell Elite4545;12/6/2024;9.8;1018.98;6.6;High;278
AST000430;Desktop;HP;HP Pavilion8933;6/12/2022;10;708.91;24.8;High;256.8
AST000431;Server;Dell;Dell ThinkPad9595;21/7/2023;8;3734.12;17.4;High;1143.5
AST000432;Server;Acer;Acer Latitude5636;6/9/2023;9.8;3645.01;15.8;High;1265.7
AST000433;Server;Dell;Dell Pro4180;22/4/2022;8.6;2852.94;32.3;High;1240
AST000434;Laptop;ASUS;ASUS ThinkPad4727;7/11/2021;5.3;987.53;37.8;Medium;319.5
AST000435;Monitor;Dell;Dell ThinkPad3939;16/7/2020;9.9;304.13;53.5;High;192.7
AST000436;Tablet;ASUS;ASUS ThinkPad1231;28/10/2022;5.9;450.18;26.1;Medium;142
AST000437;Laptop;Apple;Apple Pavilion9751;23/8/2023;9;1162.35;16.3;High;307.5
AST000438;Monitor;Lenovo;Lenovo Elite5494;19/7/2024;10;328.24;5.4;High;208.3
AST000439;Laptop;Dell;Dell Pro1893;14/7/2024;10;1038.06;5.6;High;298.2
AST000440;Desktop;Lenovo;Lenovo Latitude5786;6/10/2022;6.7;659.7;26.8;Medium;227.7
AST000441;Desktop;Apple;Apple Pavilion3068;23/8/2022;8.3;679.43;28.3;High;257.2
AST000442;Tablet;Dell;Dell Pavilion9042;7/7/2023;8.7;498.65;17.8;High;140.4
AST000443;Server;HP;HP Pro1200;14/8/2023;9.2;2913.52;16.6;High;1121.1
AST000444;Desktop;HP;HP Latitude5658;28/8/2024;9.3;735.8;4.1;High;245.1
AST000445;Laptop;Lenovo;Lenovo Inspiron8843;26/4/2024;8.9;929.72;8.2;High;312.2
AST000446;Laptop;Dell;Dell Inspiron6582;23/11/2023;9.1;1106.12;13.3;High;309.5
AST000447;Laptop;ASUS;ASUS Elite1841;21/11/2021;7.1;700.47;37.3;High;282
AST000448;Laptop;Apple;Apple ThinkPad8827;15/8/2023;8.8;1291.12;16.6;High;273.7
AST000449;Laptop;Dell;Dell Pro2070;10/12/2023;8.3;848.24;12.7;High;283.8
AST000450;Desktop;HP;HP Inspiron9056;5/2/2021;6.7;687.93;46.8;Medium;274.3
AST000451;Laptop;Dell;Dell Pro1878;11/1/2021;4.8;809.42;47.6;Medium;277.8
AST000452;Laptop;HP;HP Elite3444;5/8/2020;4.6;763.88;52.9;Medium;323.9
AST000453;Server;Dell;Dell 5978;22/12/2021;6.1;3485.21;36.3;Medium;1272.9
AST000454;Laptop;Lenovo;Lenovo Pro5066;3/7/2020;5.4;641.01;53.9;Medium;280.5
AST000455;Monitor;HP;HP Pro7818;23/12/2022;8.7;343.98;24.3;High;209
AST000456;Desktop;Apple;Apple Latitude4697;15/9/2024;9.1;714.59;3.5;High;231.3
AST000457;Desktop;Apple;Apple 9561;21/12/2020;8.5;777.68;48.3;High;249.2
AST000458;Monitor;HP;HP Inspiron8381;23/10/2022;8.7;377.58;26.3;High;196.6
AST000459;Desktop;ASUS;ASUS Inspiron5871;6/11/2023;10;651.29;13.8;High;257.2
AST000460;Laptop;Lenovo;Lenovo 8025;6/6/2023;10;743.52;18.9;High;321.3
AST000461;Laptop;ASUS;ASUS ThinkPad1986;16/7/2022;7.9;1007.4;29.5;High;304.3
AST000462;Laptop;HP;HP Latitude2625;27/9/2022;7.5;872.16;27.1;High;313.8
AST000463;Desktop;HP;HP 4404;21/12/2020;6.4;597.5;48.3;Medium;225
AST000464;Monitor;Acer;Acer Pavilion4457;22/8/2023;9.8;296.31;16.3;High;202.2
AST000465;Laptop;HP;HP ThinkPad2330;23/4/2024;8.4;882.37;8.3;High;324.5
AST000466;Desktop;HP;HP Elite4929;2/9/2021;6.7;750.61;39.9;Medium;250.6
AST000467;Server;Samsung;Samsung Elite2229;18/6/2023;8.4;3283.84;18.5;High;1227.6
AST000468;Tablet;Lenovo;Lenovo Elite1043;20/7/2020;3;364.56;53.4;Low;160.6
AST000469;Tablet;Other;Other Inspiron8381;16/9/2023;7.7;454.89;15.5;High;143.4
AST000470;Laptop;HP;HP Pavilion8699;11/10/2022;8.1;958.35;26.7;High;309.1
AST000471;Laptop;Lenovo;Lenovo ThinkPad1534;24/10/2023;8.2;704.28;14.3;High;319.6
AST000472;Desktop;Acer;Acer Elite5720;17/4/2021;6.9;576.52;44.5;Medium;239.7
AST000473;Laptop;Lenovo;Lenovo Pavilion5632;24/7/2023;9.4;1027.97;17.3;High;323.1
AST000474;Server;HP;HP Pavilion8438;20/5/2024;9.1;3959.32;7.4;High;1210.3
AST000475;Laptop;HP;HP Pro4824;14/9/2021;6.6;819.77;39.6;Medium;290.6
AST000476;Monitor;Samsung;Samsung ThinkPad4241;4/3/2022;7.6;279.65;33.9;High;186.6
AST000477;Laptop;Apple;Apple Inspiron2880;13/4/2021;6.4;962.65;44.6;Medium;298.3
AST000478;Server;Apple;Apple Latitude4683;3/9/2022;5.5;3793.8;27.9;Medium;1107.6
AST000479;Tablet;Acer;Acer Pavilion3441;12/6/2024;7.6;516.92;6.6;High;161.9
AST000480;Tablet;HP;HP ThinkPad3330;25/8/2021;4;494.84;40.2;Low;163.2
AST000481;Desktop;ASUS;ASUS Pro1977;1/10/2021;7.7;729.22;39;High;231.9
AST000482;Server;Lenovo;Lenovo Elite6039;6/7/2022;7.6;3691.87;29.9;High;1162.5
AST000483;Server;Apple;Apple Latitude5728;22/11/2023;10;4099.42;13.3;High;1214.5
AST000484;Tablet;Dell;Dell Inspiron3037;26/4/2023;8;494.34;20.2;High;148.9
AST000485;Laptop;Other;Other Inspiron5982;16/4/2020;6;837.42;56.5;Medium;321.8
AST000486;Laptop;ASUS;ASUS Pavilion7594;22/9/2023;9.7;845.33;15.3;High;317.6
AST000487;Laptop;Acer;Acer ThinkPad9199;20/4/2020;5.3;709.84;56.4;Medium;329.4
AST000488;Desktop;Dell;Dell Latitude9090;15/8/2024;9.2;834.02;4.5;High;248.9
AST000489;Laptop;HP;HP Inspiron2317;26/10/2021;7.1;855.04;38.2;High;324.8
AST000490;Desktop;Dell;Dell Latitude1653;27/3/2022;7.5;778.38;33.2;High;238.8
AST000491;Laptop;Dell;Dell Inspiron6280;23/8/2020;5.1;871.41;52.3;Medium;294.5
AST000492;Laptop;Apple;Apple Latitude5102;14/12/2022;8;1254.47;24.6;High;283.4
AST000493;Laptop;Lenovo;Lenovo Pro2496;3/9/2020;5.5;816.21;51.9;Medium;294.2
AST000494;Monitor;Acer;Acer Elite1339;11/8/2022;8;376.8;28.7;High;197.8
AST000495;Server;Lenovo;Lenovo 5415;15/7/2021;6.5;2665.82;41.6;Medium;1278.6
AST000496;Laptop;HP;HP Latitude1659;3/3/2024;8.8;879.7;10;High;300.1
AST000497;Server;Samsung;Samsung 3870;24/4/2024;7.3;3113.49;8.2;High;1148.6
AST000498;Laptop;HP;HP Inspiron9502;7/1/2023;7.4;1048.02;23.8;High;319.5
AST000499;Laptop;Acer;Acer Pavilion8245;14/7/2023;8.8;872.17;17.6;High;296
AST000500;Laptop;Lenovo;Lenovo ThinkPad3973;6/4/2024;8.9;833.36;8.8;High;272.4
AST000501;Laptop;Dell;Dell Latitude8141;4/12/2024;9.2;1126.42;0.9;High;319.2
AST000502;Desktop;Dell;Dell Pavilion9056;13/6/2023;8.1;860.5;18.6;High;226.3
AST000503;Desktop;Apple;Apple Pro8700;9/8/2020;6.3;779.03;52.7;Medium;270.8
AST000504;Server;Dell;Dell ThinkPad7690;10/7/2022;9.3;4054.83;29.7;High;1100.2
AST000505;Laptop;Dell;Dell ThinkPad6260;20/1/2023;7.5;857.52;23.4;High;319.8
AST000506;Tablet;HP;HP Pavilion2713;2/4/2021;4.8;530.51;45;Medium;147.6
AST000507;Laptop;Dell;Dell 3634;21/7/2022;6.9;838.73;29.4;Medium;311.9
AST000508;Laptop;Lenovo;Lenovo ThinkPad7744;27/1/2020;6.1;867.02;59.1;Medium;286.3
AST000509;Tablet;HP;HP Pavilion9117;12/7/2020;2.9;391.03;53.6;Low;144.5
AST000510;Laptop;Dell;Dell ThinkPad7561;22/2/2021;5.8;847.47;46.3;Medium;322.2
AST000511;Laptop;Dell;Dell 1601;28/9/2020;6.5;874.51;51.1;Medium;311.6
AST000512;Desktop;Dell;Dell Inspiron2442;23/4/2021;8;585.69;44.3;High;232.5
AST000513;Laptop;HP;HP ThinkPad5135;5/6/2023;8.7;896.86;18.9;High;318.2
AST000514;Laptop;Other;Other ThinkPad2899;15/5/2021;7.6;757.19;43.6;High;283.8
AST000515;Desktop;Dell;Dell 7622;9/8/2023;7.9;588.55;16.8;High;257.8
AST000516;Desktop;Dell;Dell 9431;13/1/2024;9.3;884.85;11.6;High;232.8
AST000517;Smartphone;Other;Other 1018;25/9/2023;10;650.77;15.2;High;84.3
AST000518;Desktop;HP;HP Pavilion9889;16/8/2023;9;761.09;16.5;High;226.2
AST000519;Desktop;HP;HP Inspiron7770;7/3/2020;6.8;594.8;57.8;Medium;268.3
AST000520;Laptop;Dell;Dell Pro4073;13/12/2023;8.2;819.19;12.6;High;279.1
AST000521;Monitor;Samsung;Samsung Latitude6927;22/9/2020;5.9;332.23;51.3;Medium;189.1
AST000522;Server;Dell;Dell Latitude9167;10/8/2023;8.5;3238.85;16.7;High;1236.1
AST000523;Laptop;Dell;Dell Pavilion8242;16/8/2020;5.3;1030.96;52.5;Medium;289.9
AST000524;Desktop;Dell;Dell 1845;20/2/2021;4.8;675.1;46.3;Medium;263.9
AST000525;Server;Apple;Apple Elite5375;25/7/2023;9.2;4359.69;17.2;High;1200.1
AST000526;Laptop;Dell;Dell Latitude3146;26/8/2021;7.6;872.53;40.2;High;278.6
AST000527;Server;HP;HP ThinkPad8178;4/7/2023;7.4;4082.64;17.9;High;1227.5
AST000528;Desktop;HP;HP Pavilion8941;5/9/2020;7.4;702.72;51.8;High;256.7
AST000529;Desktop;Dell;Dell Pro1472;13/9/2021;7.6;795.16;39.6;High;248
AST000530;Desktop;HP;HP Pavilion4920;27/11/2023;8.9;661.5;13.1;High;269.6
AST000531;Laptop;HP;HP Pavilion3594;23/7/2020;6.9;839.18;53.3;Medium;310
AST000532;Smartphone;Dell;Dell ThinkPad1224;12/6/2022;6.1;488.94;30.7;Medium;74.8
AST000533;Smartphone;HP;HP Latitude7684;3/7/2024;9.1;571.65;5.9;High;79.6
AST000534;Laptop;Lenovo;Lenovo Pro4681;16/10/2022;8.8;723.58;26.5;High;307.9
AST000535;Laptop;Lenovo;Lenovo 2858;9/8/2023;8.3;1044.55;16.8;High;275.6
AST000536;Server;Apple;Apple Inspiron2924;15/9/2021;9.1;4205.17;39.5;High;1284
AST000537;Laptop;Dell;Dell Pavilion3522;26/12/2020;4.9;975.57;48.2;Medium;309.1
AST000538;Monitor;Other;Other Inspiron5781;11/6/2020;6.4;316.53;54.7;Medium;212.8
AST000539;Laptop;Lenovo;Lenovo Latitude5479;6/8/2021;5.6;981.23;40.8;Medium;302.7
AST000540;Laptop;ASUS;ASUS Inspiron8905;4/2/2024;9.5;784.87;10.9;High;312.1
AST000541;Desktop;HP;HP Inspiron4993;24/11/2020;6.2;783.17;49.2;Medium;256.4
AST000542;Tablet;Apple;Apple Inspiron3369;9/5/2022;7.3;496.27;31.8;High;138.6
AST000543;Desktop;Other;Other Inspiron4122;19/6/2020;6.4;505.52;54.4;Medium;230.7
AST000544;Tablet;ASUS;ASUS Latitude9327;6/6/2024;8.5;427.8;6.8;High;154.8
AST000545;Desktop;Lenovo;Lenovo Pavilion3236;10/2/2023;7.8;574.9;22.7;High;234
AST000546;Laptop;Lenovo;Lenovo 2143;1/2/2024;9.5;762.25;11;High;293.5
AST000547;Laptop;Apple;Apple ThinkPad7798;1/4/2020;5.1;873.02;57;Medium;277
AST000548;Laptop;HP;HP ThinkPad9318;14/7/2023;8.1;824.28;17.6;High;280.3
AST000549;Monitor;Lenovo;Lenovo ThinkPad1042;5/10/2022;9.2;359.78;26.9;High;183.2
AST000550;Desktop;Lenovo;Lenovo ThinkPad5891;21/10/2023;10;574.26;14.4;High;258.9
AST000551;Laptop;Other;Other 9022;12/5/2022;7.3;853.52;31.7;High;304.8
AST000552;Tablet;Apple;Apple 3434;22/6/2023;7.5;593.54;18.3;High;145.3
AST000553;Monitor;Dell;Dell Inspiron9824;21/4/2022;10;333.14;32.4;High;182.2
AST000554;Desktop;ASUS;ASUS Inspiron6654;1/6/2021;6.3;700.9;43;Medium;234.8
AST000555;Desktop;Dell;Dell ThinkPad9903;24/4/2022;9.1;736.39;32.3;High;264.2
AST000556;Desktop;HP;HP Inspiron8460;28/12/2022;8.6;675.85;24.1;High;225.7
AST000557;Desktop;Dell;Dell ThinkPad4090;5/10/2023;9.1;640.78;14.9;High;258.3
AST000558;Laptop;HP;HP Pavilion4912;28/3/2021;7.8;813.64;45.1;High;305.9
AST000559;Laptop;ASUS;ASUS Latitude7274;8/12/2024;9.7;898.04;0.8;High;273.7
AST000560;Laptop;Lenovo;Lenovo Elite7730;28/7/2024;9.8;809.3;5.1;High;276.8
AST000561;Tablet;Acer;Acer Pro6213;17/10/2024;9.3;527.92;2.5;High;160.3
AST000562;Laptop;Dell;Dell Pavilion8749;26/3/2020;5.4;970.38;57.2;Medium;310.8
AST000563;Laptop;Dell;Dell Pavilion7246;25/8/2023;8.3;980.2;16.2;High;274.6
